"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC180204CTt1","04/02/2018","Tursiops truncatus","Campania","Salerno","Capaccio","ND","100","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","40.45278","14.96361"
"CSC180204CSc1","04/02/2018","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","190","","","Morto","ND","Guardia Costiera","Lino Serra","Guardia Costiera","41.84807","12.19418"
"CSC180120CSc1","20/01/2018","Stenella coeruleoalba","Lazio","Roma","Santa Marinella","ND","100","","","Morto","ND","Guardia Costiera","Filippo Cigliano","Guardia Costiera","42.03364","11.83307"
"CSC180118CSc1","18/01/2018","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","130","","","Morto","ND","Guardia Costiera","Gabriele Torru","Guardia Costiera","41.82487","12.20617"
"CSC180111CSc1","11/01/2018","Stenella coeruleoalba","Calabria","Catanzaro","Curinga","M","182","","","Morto","ND","WWF","Antonio Molinaro","ASL","38.81653","16.2155"
"CSC171216CSc1","16/12/2017","Stenella coeruleoalba","Lazio","Roma","Ardea","M","102","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.59436","12.49041"
"CSC171130CTt1","30/11/2017","Tursiops truncatus","Marche","Macerata","Civitanova Marche","ND","290","","","Morto","ND","Motopeschereccio","Giuseppe Della Noce","Centro di Recupero","43.32889","13.71528"
"CSC171118CSc1","18/11/2017","Stenella coeruleoalba","Abruzzo","Chieti","Vasto","F","188","","","Morto","No","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.17699","14.69274"
"CSC171108CSc1","08/11/2017","Stenella coeruleoalba","Abruzzo","Chieti","Casalbordino","F","197","","","Morto","No","Guardia Costiera","Massimo Genovesi","CSC/ASL","42.20173","14.61452"
"CSC171029CTt1","29/10/2017","Tursiops truncatus","Molise","Campobasso","Termoli","F","102","","","Morto","No","Guardia Costiera","Shadia Berjaoui","Centro Studi Cetacei","42.01714","14.91841"
"CSC171027CPm1","27/10/2017","Physeter macrocephalus","Toscana","Livorno","Campo nell'Elba","ND","500","","","Morto","ND","Guardia Costiera","anonimo","Guardia Costiera","42.8535","10.1855"
"CSC171024CTt1","24/10/2017","Tursiops truncatus","Abruzzo","Teramo","Silvi","M","184","","","Morto","No","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.56283","14.10967"
"CSC171012CSc1","12/10/2017","Stenella coeruleoalba","Abruzzo","Pescara","Pescara","F","200","","","Morto","No","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.46825","14.22427"
"CSC170929CTt1","29/09/2017","Tursiops truncatus","Abruzzo","Teramo","Pineto","F","157","","","Morto","Si","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.62859","14.05493"
"CSC170927CSc1","27/09/2017","Stenella coeruleoalba","Puglia","Lecce","Vernole","ND","110","","","Morto","ND","ASP","anonimo","Guardia Costiera","40.36889","18.32444"
"CSC170907CTt1","07/09/2017","Tursiops truncatus","Abruzzo","Teramo","Roseto degli Abruzzi","F","281.5","","","Morto","No","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.71307","13.9926"
"CSC170822CTt2","22/08/2017","Tursiops truncatus","Molise","Campobasso","Petacciato","F","127","","","Morto","No","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.04082","14.84231"
"CSC170819CTt2","19/08/2017","Tursiops truncatus","Molise","Campobasso","Montenero di Bisaccia","M","165","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.05494","14.81114"
"CSC170812CTt1","12/08/2017","Tursiops truncatus","Abruzzo","Teramo","Silvi","ND","120","","","Morto","No","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.55194","14.12056"
"CSC170801CTt1","01/08/2017","Tursiops truncatus","Abruzzo","Teramo","Alba Adriatica","F","277","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.83386","13.93411"
"CSC170727CTt1","27/07/2017","Tursiops truncatus","Marche","Ancona","Ancona","ND","150","","","Morto","ND","Guardia Costiera","Vignaroli","ASL","43.61361","13.49222"
"CSC170717CTt1","17/07/2017","Tursiops truncatus","Emilia Romagna","Ravenna","Ravenna","ND","200","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.50833","12.28139"
"CSC170715CTt1","15/07/2017","Tursiops truncatus","Calabria","Cosenza","Montegiordano","M","200","","","Morto","ND","Privato cittadino","anonimo","ASL","40.04083","16.59889"
"CSC170713CTt2","13/07/2017","Tursiops truncatus","Lazio","Roma","Ardea","M","133","","","Morto","No","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.57972","12.505"
"CSC170713CTt1","13/07/2017","Tursiops truncatus","Marche","Ancona","Ancona","M","250","","","Morto","ND","Guardia Costiera","anonimo","Guardia Costiera","43.61719","13.5043"
"CSC170707CTt1","07/07/2017","Tursiops truncatus","Abruzzo","Teramo","Silvi","ND","92","","","Morto","No","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.53194","14.14389"
"CSC170706CSc1","06/07/2017","Stenella coeruleoalba","Lazio","Roma","Fiumicino","ND","136","","","Morto","ND","Privato cittadino","Daniele Antinucci","Guardia Costiera","41.9075","12.14972"
"CSC170622CTt1","22/06/2017","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","ND","230","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.78","12.25694"
"CSC170621CTt1","21/06/2017","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","M","250","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.67194","12.25139"
"CSC170617CND1","17/06/2017","Indeterminato","Emilia Romagna","Ravenna","Cervia","ND","120","","","Morto","ND","Guardia Costiera","anonimo","Associazione","44.25417","12.365"
"CSC170613CTt2","13/06/2017","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","M","270","","","Morto","ND","Guardia Costiera","Valeria Angelini","Centro di Recupero","44.79333","12.26722"
"CSC170613CTt1","13/06/2017","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","M","230","","","Morto","ND","Guardia Costiera","Valeria Angelini","Centro di Recupero","44.68861","12.24083"
"CSC170608CTt1","08/06/2017","Tursiops truncatus","Emilia Romagna","Ferrara","Goro","F","270","","","Morto","ND","Privato cittadino","Sandro Mazzariol","Universita di Padova","44.84722","12.29278"
"CSC170527CBp1","27/05/2017","Balaenoptera physalus","Abruzzo","Chieti","Vasto","ND","1800","","","Vivo","No","Motopeschereccio","Corrado Natarelli","Non disponibile","42.26585","15.03297"
"CSC170526CTt1","26/05/2017","Tursiops truncatus","Abruzzo","Chieti","Torino di Sangro","M","231","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.22917","14.55306"
"CSC170515CTt1","15/05/2017","Tursiops truncatus","Abruzzo","Chieti","Rocca San Giovanni","F","295","","","Morto","No","Guardia Costiera","William Di Nardo","CSC/ASL","42.28765","14.48095"
"CSC170501CSc1","01/05/2017","Stenella coeruleoalba","Calabria","Vibo Valentia","Zambrone","ND","220","","","Morto","ND","Privato cittadino","Cocciolo Domenico","ASL","38.70722","15.96694"
"CSC170417CTt1","17/04/2017","Tursiops truncatus","Marche","Macerata","Potenza Picena","M","180","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.35694","13.7"
"CSC170414CTt1","14/04/2017","Tursiops truncatus","Marche","Fermo","Fermo","ND","200","","","Morto","ND","Guardia Costiera","Servili Marco","ASUR","43.16056","13.81167"
"CSC170404CTt1","04/04/2017","Tursiops truncatus","Emilia Romagna","Ravenna","Cervia","ND","200","","","Morto","ND","Privato cittadino","anonimo","Associazione","44.2825","12.3525"
"CSC170323CTt1","23/03/2017","Tursiops truncatus","Abruzzo","Chieti","Vasto","M","285","","","Morto","Si","Privato cittadino","Ludovica Di Renzo","Centro Studi Cetacei","42.12756","14.72224"
"CSC170306CSc1","06/03/2017","Stenella coeruleoalba","Lazio","Roma","Fiumicino","F","195","","","Morto","ND","Privato cittadino","Lino Serra","Guardia Costiera","41.86833","12.18138"
"CSC170303CSc1","03/03/2017","Stenella coeruleoalba","Lazio","Latina","Sabaudia","M","115","","","Morto","ND","Privato cittadino","Andrea Donadio","Guardia Costiera","41.27786","13.02217"
"CSC170226CSc1","26/02/2017","Stenella coeruleoalba","Lazio","Latina","San Felice Circeo","ND","200","","","Morto","ND","Privato cittadino","Antonio Canale","Guardia Costiera","41.23222","13.1"
"CSC170224CND1","24/02/2017","Indeterminato","Lazio","Roma","Santa Marinella","ND","140","","","Morto","ND","Privato cittadino","Luigi Rocchi","ASL","42.02275","11.94511"
"CSC170204CKs1","04/02/2017","Kogia sima","Campania","Salerno","Agropoli","F","220","","","Morto","ND","Guardia Costiera","Piernazario Antelmi","WWF","40.3437","14.97222"
"CSC170204CSc3","04/02/2017","Stenella coeruleoalba","Lazio","Roma","Ladispoli","F","180","","","Morto","ND","Guardia Costiera","Ciro Ventotto","Guardia Costiera","41.9275","12.1227"
"CSC170204CSc1","04/02/2017","Stenella coeruleoalba","Lazio","Provincia","Comune","ND","150","","","Morto","ND","Privato cittadino","Consalvo A.","ASL","41.26257","13.14251"
"CSC170204CSc2","04/02/2017","Stenella coeruleoalba","Lazio","Roma","Fiumicino","F","178","","","Morto","ND","Guardia Costiera","Lino Serra","Guardia Costiera","41.87472","12.17666"
"CSC170111CND1","11/01/2017","Indeterminato","Puglia","Bari","Molfetta","ND","160","","","Morto","ND","Guardia Costiera","anonimo","ASL","41.22805","16.545"
"CSC170110CTt1","10/01/2017","Tursiops truncatus","Abruzzo","Teramo","Silvi","M","301","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.53247","14.14338"
"CSC161230CTt1","30/12/2016","Tursiops truncatus","Abruzzo","Chieti","Francavilla al Mare","M","310","","","Morto","Si","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.44075","14.2604"
"CSC161218CSc1","18/12/2016","Stenella coeruleoalba","Puglia","Taranto","Taranto","M","210","","","Morto","ND","Guardia Costiera","Monica Barnaba","Centro Studi Cetacei","40.42305","17.21305"
"CSC161126CTt1","26/11/2016","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","ND","200","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","44.69639","12.24056"
"CSC161125CTt2","25/11/2016","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","ND","210","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.68833","12.24111"
"CSC161125CTt1","25/11/2016","Tursiops truncatus","Marche","Ancona","Montemarciano","ND","170","","","Morto","ND","Privato cittadino","anonimo","Guardia Costiera","43.65417","13.34056"
"CSC161118CSc1","18/11/2016","Stenella coeruleoalba","Sicilia","Trapani","Campobello di Mazara","ND","110","","","Morto","ND","Privato cittadino","Mauceri","Istituto Zooprofilattico","37.57696","12.755"
"CSC161112CSc1","12/11/2016","Stenella coeruleoalba","Puglia","Taranto","Taranto","F","204","","","Morto","ND","Privato cittadino","Monica Barnaba","Centro Studi Cetacei","40.51361","17.13944"
"CSC161112CTt1","12/11/2016","Tursiops truncatus","Abruzzo","Teramo","Roseto degli Abruzzi","M","308","","","Morto","Si","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.7236","13.98836"
"CSC161112CTt2","12/11/2016","Tursiops truncatus","Lazio","Viterbo","Tarquinia","ND","300","","","Morto","ND","Guardia Costiera","Vincenzo Presciutti","ASL","42.29083","11.63916"
"CSC161110CSc1","10/11/2016","Stenella coeruleoalba","Puglia","Taranto","Taranto","M","109","","","Morto","ND","ASP","Monica Barnaba","Centro Studi Cetacei","40.40916","17.21944"
"CSC161106CSc1","06/11/2016","Stenella coeruleoalba","Puglia","Taranto","Massafra","F","125","","","Morto","ND","Guardia Costiera","dr. Miccolis","ASL","40.51611","17.06166"
"CSC161106CTt1","06/11/2016","Tursiops truncatus","Marche","Ascoli Piceno","Cupra Marittima","M","300","","","Morto","ND","Guardia Costiera","Galosi Francesco","ASUR","43.02667","13.86111"
"CSC161104CSc1","04/11/2016","Stenella coeruleoalba","Lazio","Latina","Sabaudia","M","145","","","Morto","ND","Privato cittadino","Rossella Tommasi","ASL","41.37221","12.93536"
"CSC161103CTt1","03/11/2016","Tursiops truncatus","Lazio","Roma","Anzio","ND","128","","","Morto","ND","Privato cittadino","Luigi De Gregorio","ASL","41.47158","12.6045"
"CSC161021CTt1","21/10/2016","Tursiops truncatus","Lazio","Roma","Anzio","F","119","","","Morto","ND","Guardia Costiera","Valerio Manfrini","Centro Studi Cetacei","41.47477","12.6018"
"CSC161020CND1","20/10/2016","Indeterminato","Puglia","Taranto","Massafra","ND","155","","","Morto","ND","Privato cittadino","Monica Barnaba","Centro Studi Cetacei","40.51888","17.07666"
"CSC161020CND2","20/10/2016","Indeterminato","Puglia","Taranto","Massafra","ND","198","","","Morto","ND","Privato cittadino","Monica Barnaba","Centro Studi Cetacei","40.51972","17.08555"
"CSC161018CTt1","18/10/2016","Tursiops truncatus","Abruzzo","Pescara","Pescara","F","250","","","Morto","No","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.57776","14.44682"
"CSC161016CTt1","16/10/2016","Tursiops truncatus","Marche","Ancona","Senigallia","ND","200","","","Morto","ND","Privato cittadino","Donninelli Dino","ASUR","43.6769","13.291"
"CSC160927CTt1","27/09/2016","Tursiops truncatus","Marche","Ascoli Piceno","Massignano","ND","200","","","Morto","ND","Privato cittadino","Della Noce Giuseppe","ASUR","43.06","13.85056"
"CSC160922CTt1","22/09/2016","Tursiops truncatus","Marche","Pesaro e Urbino","Pesaro","F","200","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.91333","12.92139"
"CSC160921CTt1","21/09/2016","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","M","300","","","Morto","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.68111","12.24306"
"CSC160920CSc1","20/09/2016","Stenella coeruleoalba","Puglia","Taranto","Comune","F","155","","","Morto","ND","Guardia Costiera","Monica Barnaba","Centro Studi Cetacei","40.51194","17.14167"
"CSC160828CTt1","28/08/2016","Tursiops truncatus","Abruzzo","Teramo","Silvi","F","133","","","Morto","Si","Guardia Costiera","Martina De Cristofaro","Centro Studi Cetacei","42.56167","14.11101"
"CSC160822CTt1","22/08/2016","Tursiops truncatus","Abruzzo","Pescara","Pescara","F","245","","","Morto","Si","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.49296","14.18703"
"CSC160816CND1","16/08/2016","Indeterminato","Lazio","Viterbo","Tarquinia","ND","","","","Morto","ND","Guardia Costiera","Mattia Rizzo","Guardia Costiera","42.2175","11.70666"
"CSC160813CSc1","13/08/2016","Stenella coeruleoalba","Calabria","Cosenza","Cariati","ND","210","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","39.48378","17.02119"
"CSC160810CSc1","10/08/2016","Stenella coeruleoalba","Calabria","Crotone","Crotone","ND","","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","39.15061","17.11878"
"CSC160809CSc1","09/08/2016","Stenella coeruleoalba","Calabria","Crotone","Crotone","F","167","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","39.02138","17.19753"
"CSC160806CSc1","06/08/2016","Stenella coeruleoalba","Calabria","Cosenza","Cariati","ND","120","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","39.51306","16.92565"
"CSC160717CTt1","17/07/2016","Tursiops truncatus","Abruzzo","Chieti","Fossacesia","F","260","","","Morto","No","Guardia Costiera","Camillo Cipollone","ASL","42.25017","14.51182"
"CSC160714CPm1","14/07/2016","Physeter macrocephalus","Lazio","Roma","Ardea","ND","210","","","Morto","Si","Guardia Costiera","Valerio Manfrini","Centro Studi Cetacei","41.58474","12.49978"
"CSC160713CTt1","13/07/2016","Tursiops truncatus","Molise","Campobasso","Montenero di Bisaccia","ND","","","","Morto","No","Guardia Costiera","Mauro Blardi","ASL","42.0575","14.805"
"CSC160710CTt1","10/07/2016","Tursiops truncatus","Abruzzo","Teramo","Martinsicuro","M","141","","","Morto","No","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.86831","13.92504"
"CSC160708CTt1","08/07/2016","Tursiops truncatus","Calabria","Crotone","Strongoli","F","115","","","Morto","ND","Privato cittadino","Elena Madeo","Centro Studi Cetacei","39.24764","17.10924"
"CSC160706CTt1","06/07/2016","Tursiops truncatus","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","100","","","Morto","ND","Servizio di Salvataggio","Giuliano Falaschetti","ASUR","42.91587","13.90574"
"CSC160705CTt1","05/07/2016","Tursiops truncatus","Marche","Ascoli Piceno","San Benedetto del Tronto","M","305","","","Morto","ND","Privato cittadino","Falaschetti Giuliano","ASUR","42.95369","13.88789"
"CSC160628CTt1","28/06/2016","Tursiops truncatus","Molise","Campobasso","Montenero di Bisaccia","F","134","","","Morto","No","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.0655","14.79403"
"CSC160624CTt1","24/06/2016","Tursiops truncatus","Molise","Campobasso","Campomarino","M","268","","","Morto","Si","Guardia Costiera","Maria Carla De Francesco","Centro Studi Cetacei","41.9433","15.07813"
"CSC160614CTt1","14/06/2016","Tursiops truncatus","Molise","Campobasso","Termoli","M","285","","","Morto","Si","Guardia Costiera","Antonio Cocco","Istituto Zooprofilattico","41.99849","15.00041"
"CSC160610CSc1","10/06/2016","Stenella coeruleoalba","Calabria","Crotone","Melissa","F","125","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.31856","17.11202"
"CSC160605CSc2","05/06/2016","Stenella coeruleoalba","Calabria","Cosenza","Mandatoriccio","F","120","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.53231","16.87978"
"CSC160605CSc1","05/06/2016","Stenella coeruleoalba","Calabria","Vibo Valentia","Pizzo","ND","","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.73877","16.16604"
"CSC160511CTt1","11/05/2016","Tursiops truncatus","Abruzzo","Teramo","Martinsicuro","F","281","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.8805","13.92169"
"CSC160511CTt2","11/05/2016","Tursiops truncatus","Lazio","Latina","San Felice Circeo","ND","310","","","Morto","ND","Guardia Costiera","Antonio Canale","Guardia Costiera","41.2337","13.10058"
"CSC160508CZc1","08/05/2016","Ziphius cavirostris","Calabria","Crotone","Isola di Capo Rizzuto","F","220","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.90095","17.09924"
"CSC160501CTt1","01/05/2016","Tursiops truncatus","Abruzzo","Teramo","Roseto degli Abruzzi","M","290","","","Morto","Si","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.65706","14.03806"
"CSC160426CSc2","26/04/2016","Stenella coeruleoalba","Calabria","Catanzaro","Lamezia Terme","ND","","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.89306","16.22217"
"CSC160426CSc1","26/04/2016","Stenella coeruleoalba","Calabria","Catanzaro","Lamezia Terme","ND","","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.89306","16.22217"
"CSC160323CZc1","23/03/2016","Ziphius cavirostris","Calabria","Crotone","Isola di Capo Rizzuto","M","530","","","Morto","ND","Privato cittadino","Stefania Giglio","Centro Studi Cetacei","38.9125","17.0848"
"CSC160320CSc1","20/03/2016","Stenella coeruleoalba","Calabria","Reggio di Calabria","Ardore","ND","193","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.15856","16.19329"
"CSC160314CSc1","14/03/2016","Stenella coeruleoalba","Calabria","Reggio di Calabria","Monasterace","F","137","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.45583","16.58278"
"CSC160313CSc1","13/03/2016","Stenella coeruleoalba","Calabria","Cosenza","Villapiana","ND","140","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.79179","16.48765"
"CSC160309CSc1","09/03/2016","Stenella coeruleoalba","Lazio","Roma","Santa Marinella","ND","170","","","Morto","ND","Privato cittadino","Augusto Corradi","Parco Naturale","41.99611","11.9875"
"CSC160308CTt1","08/03/2016","Tursiops truncatus","Lazio","Roma","Cerveteri","ND","100","","","Morto","ND","Guardia Costiera","Teresa Fano","Guardia Costiera","41.9734","12.0355"
"CSC160308CSc1","08/03/2016","Stenella coeruleoalba","Puglia","Taranto","Massafra","M","180","","","Morto","ND","Guardia Costiera","Vincenzo Prunella","Centro Studi Cetacei","40.51619","17.06152"
"CSC160307CSc1","07/03/2016","Stenella coeruleoalba","Puglia","Taranto","Taranto","M","110","","","Morto","ND","Guardia Costiera","Monica Barnaba","Centro Studi Cetacei","40.42512","17.23415"
"CSC160229CSc1","29/02/2016","Stenella coeruleoalba","Calabria","Cosenza","Rossano","F","190","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","39.61994","16.66036"
"CSC160227CTt1","27/02/2016","Tursiops truncatus","Emilia Romagna","Ferrara","Comacchio","ND","330","","","Morto","ND","Guardia Costiera","anonimo","Guardia Costiera","44.75192","12.24752"
"CSC160222CTt1","22/02/2016","Tursiops truncatus","Abruzzo","Chieti","Rocca San Giovanni","M","190","","","Morto","No","Guardia Costiera","Antonio Di Luca","ASL","42.29139","14.47389"
"CSC160220CSc1","20/02/2016","Stenella coeruleoalba","Lazio","Latina","San Felice Circeo","ND","180","","","Vivo","ND","Privato cittadino","Adriano Ascarelli","Non disponibile","41.22489","13.0972"
"CSC160210CSc1","10/02/2016","Stenella coeruleoalba","Abruzzo","Chieti","Vasto","ND","","","","Morto","No","Guardia Costiera","Massimo Genovesi","ASL","42.17392","14.70466"
"CSC160209CSc1","09/02/2016","Stenella coeruleoalba","Lazio","Roma","Roma","ND","188","","","Morto","ND","Guardia Costiera","Carlotta Vivaldi","Oceanomare Delphis Onlus","41.7255","12.28548"
"CSC160206CSc1","06/02/2016","Stenella coeruleoalba","Lazio","Viterbo","Montalto di Castro","ND","150","","","Vivo","ND","Guardia Costiera","Francesco Marchi","Non disponibile","42.35931","11.50539"
"CSC160120CSc1","20/01/2016","Stenella coeruleoalba","Lazio","Roma","Anzio","M","150","","","Morto","ND","Privato cittadino","Valerio Manfrini","Centro Studi Cetacei","41.45193","12.61757"
"CSC160111CGg1","11/01/2016","Grampus griseus","Calabria","Catanzaro","Curinga","F","295","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.8483","16.22086"
"CSC151212CTt1","12/12/2015","Tursiops truncatus","Abruzzo","Teramo","Martinsicuro","F","278","","","Morto","Si","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.83898","13.93229"
"CSC151130CTt1","30/11/2015","Tursiops truncatus","Molise","Campobasso","Termoli","M","315","","","Morto","Si","Guardia Costiera","Maria Carla De Francesco","Centro Studi Cetacei","42.01036","14.95481"
"CSC151128CTt2","28/11/2015","Tursiops truncatus","Abruzzo","Chieti","Vasto","M","248","","","Morto","No","Guardia Costiera","Massimo Genovesi","Centro Studi Cetacei","42.17546","14.69608"
"CSC151128CTt1","28/11/2015","Tursiops truncatus","Abruzzo","Pescara","Pescara","M","251","","","Morto","No","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.48212","14.20053"
"CSC151127CSc1","27/11/2015","Stenella coeruleoalba","Calabria","Reggio di Calabria","Montebello Ionico","M","186","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","37.94","15.71"
"CSC151125CTt1","25/11/2015","Tursiops truncatus","Abruzzo","Chieti","Francavilla al Mare","M","226","","","Morto","No","Guardia Costiera","William Di Nardo","ASL","42.40692","14.31682"
"CSC151108CTt1","08/11/2015","Tursiops truncatus","Abruzzo","Teramo","Giulianova","M","288","","","Morto","Si","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.77808","13.95715"
"CSC151102CZc1","02/11/2015","Ziphius cavirostris","Calabria","Cosenza","Cetraro","M","305","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","39.4892","15.95352"
"CSC151012CTt1","12/10/2015","Tursiops truncatus","Molise","Campobasso","Termoli","F","292","","","Morto","No","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.00484","14.99436"
"CSC151009CTt1","09/10/2015","Tursiops truncatus","Abruzzo","Teramo","Silvi","ND","220","","","Morto","No","Guardia Costiera","Alfredo Di Domenicantonio","ASL","42.54112","14.13278"
"CSC150928CTt1","28/09/2015","Tursiops truncatus","Abruzzo","Chieti","Vasto","M","274","","","Morto","No","Guardia Costiera","Massimo Genovesi","ASL","42.17226","14.71054"
"CSC150927CTt1","27/09/2015","Tursiops truncatus","Marche","Ascoli Piceno","San Benedetto del Tronto","F","200","","","Morto","ND","Privato cittadino","Cesare Ciccarelli","ASUR","42.95751","13.89038"
"CSC150921CTt1","21/09/2015","Tursiops truncatus","Abruzzo","Chieti","Torino di Sangro","F","265","","","Morto","Si","Guardia Costiera","Massimo Genovesi","ASL","42.20541","14.60541"
"CSC150826CSc1","26/08/2015","Stenella coeruleoalba","Calabria","Cosenza","Cariati","M","100","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.49182","16.97316"
"CSC150819CSc2","19/08/2015","Stenella coeruleoalba","Calabria","Crotone","Cirò Marina","M","74","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","39.40049","17.15609"
"CSC150819CSc1","19/08/2015","Stenella coeruleoalba","Calabria","Crotone","Cirò Marina","M","150","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","39.40049","17.15609"
"CSC150809CTt1","09/08/2015","Tursiops truncatus","Abruzzo","Teramo","Silvi","ND","","","","Morto","No","Privato cittadino","Antonio Fusco","Guardia Costiera","42.55912","14.11366"
"CSC150809CND1","09/08/2015","Indeterminato","Sicilia","Messina","Tusa","ND","","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","38.01077","14.25151"
"CSC150807CTt1","07/08/2015","Tursiops truncatus","Marche","Macerata","Civitanova Marche","F","220","","","Morto","ND","Privato cittadino","Giorgia Luciani","Centro Studi Cetacei","43.31689","13.72437"
"CSC150803CTt1","03/08/2015","Tursiops truncatus","Abruzzo","Chieti","San Vito Chietino","M","210","","","Morto","Si","Guardia Costiera","Antonio Di Luca","ASL","42.29028","14.475"
"CSC150801CTt1","01/08/2015","Tursiops truncatus","Abruzzo","Chieti","Vasto","M","230","","","Morto","Si","Guardia Costiera","Massimo Genovesi","Centro Studi Cetacei","42.12721","14.72219"
"CSC150731CTt1","31/07/2015","Tursiops truncatus","Abruzzo","Teramo","Roseto degli Abruzzi","ND","180","","","Morto","No","Guardia Costiera","Vincenzo Perretti","ASL","42.66861","14.02472"
"CSC150719CTt1","19/07/2015","Tursiops truncatus","Calabria","Catanzaro","Belcastro","M","263","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.92667","16.88235"
"CSC150708CND1","08/07/2015","Indeterminato","Emilia Romagna","Ravenna","Ravenna","ND","","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.44409","12.29659"
"CSC150705CTt1","05/07/2015","Tursiops truncatus","Abruzzo","Teramo","Pineto","ND","190","","","Morto","No","Guardia Costiera","Vincenzo Perretti","ASL","42.65463","14.03873"
