"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC060726CSc1","26/07/2006","Stenella coeruleoalba","Campania","Salerno","","ND","170","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","40.55765","14.89995"
"CSC060724CTt1","24/07/2006","Tursiops truncatus","Abruzzo","Pescara","","M","120","","","Morto","No","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.45681","14.23821"
"CSC060710CTt1","10/07/2006","Tursiops truncatus","Abruzzo","Pescara","","M","134","","","Morto","No","Guardia Costiera","William Di Nardo","Centro Studi Cetacei","42.46361","14.23201"
"CSC060702CTt1","02/07/2006","Tursiops truncatus","Abruzzo","Teramo","","ND","200","","","Morto","No","Privato cittadino","Luigi Irelli","Non disponibile","42.81813","13.93899"
"CSC060628CTt1","28/06/2006","Tursiops truncatus","Campania","Salerno","","M","120","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","40.40299","14.99431"
"CSC060620CTt1","20/06/2006","Tursiops truncatus","Abruzzo","Chieti","","F","125","","","Morto","No","Guardia Costiera","Antonio Scocco","Non disponibile","42.42898","14.27985"
"CSC060530CSc1","30/05/2006","Stenella coeruleoalba","Campania","Napoli","","M","129","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","40.75025","14.0169"
"CSC060527CTt1","27/05/2006","Tursiops truncatus","Lazio","Roma","","ND","290","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","41.40041","12.75"
"CSC060422CSc1","22/04/2006","Stenella coeruleoalba","Campania","Salerno","","M","","","","Morto","ND","Guardia Costiera","F.Pollaro","Centro Studi Cetacei","40.06879","15.61707"
"CSC060405CGg1","05/04/2006","Grampus griseus","Campania","Napoli","","M","270","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","40.71729","14.41667"
"CSC060401CSc1","01/04/2006","Stenella coeruleoalba","Campania","Napoli","","M","160","","","Morto","ND","Corpo Forestale dello Stato","Non disponibile","Corpo Forestale dello Stato","40.90363","14.02993"
"CSC060401CSc2","01/04/2006","Stenella coeruleoalba","Campania","Salerno","","ND","","","","Morto","ND","Guardia Costiera","F.Pollaro","Centro Studi Cetacei","40.33362","14.88333"
"CSC060328CSc1","28/03/2006","Stenella coeruleoalba","Campania","Salerno","","F","210","","","Morto","ND","Guardia Costiera","F.Pollaro","Centro Studi Cetacei","40.26705","14.93305"
"CSC060327CSc1","27/03/2006","Stenella coeruleoalba","Campania","Salerno","","M","","","","Morto","ND","Guardia Costiera","F.Pollaro","Centro Studi Cetacei","40.60037","14.56667"
"CSC060320CTt1","20/03/2006","Tursiops truncatus","Campania","Napoli","","ND","200","","","Morto","ND","Guardia Costiera","Non disponibile","Guardia Costiera","40.81692","14.11667"
"CSC060305CSc1","05/03/2006","Stenella coeruleoalba","Campania","Salerno","","M","168","","","Morto","ND","Guardia Costiera","F.Pollaro","Centro Studi Cetacei","40.13454","15.17222"
"CSC060303CSc1","03/03/2006","Stenella coeruleoalba","Campania","Salerno","","F","184","","","Morto","ND","Privato cittadino","F.Pollaro","Centro Studi Cetacei","40.56946","14.8914"
"CSC060301CSc1","01/03/2006","Stenella coeruleoalba","Campania","Salerno","","ND","","","","Morto","ND","Guardia Costiera","F.Pollaro","Centro Studi Cetacei","40.05288","15.28263"
"CSC060222CSc1","22/02/2006","Stenella coeruleoalba","Lazio","Roma","","F","214","","","Morto","ND","Guardia Costiera","Valerio Manfrini","Centro Studi Cetacei","41.713","12.31641"
"CSC060210CDd1","10/02/2006","Delphinus delphis","Campania","Napoli","","F","183","","","Morto","ND","Privato cittadino","F.Pollaro","Centro Studi Cetacei","40.80051","14.15"
