"codice","data","specie","regione","provincia","comune","sesso","lunghezza (cm)","tag_rilievo","tag_rilascio","condizioni","interazione","segnalatore","rilevatore","struttura","latitudine","longitudine"
"CSC160901TCc1","01/09/2016","Caretta caretta","Molise","Campobasso","Montenero di Bisaccia","ND","56","","","Morto","ND","Guardia Costiera","Antonio Cancellario","ASL","42.06973","14.78724"
"CSC160901TCc2","01/09/2016","Caretta caretta","Sicilia","Trapani","Mazara del Vallo","ND","67","","","Morto","ND","Privato cittadino","Ferreri Antonino","ASL","37.64087","12.60697"
"CSC160830TCc1","30/08/2016","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","50","","","Morto","ND","Privato cittadino","Claudia Borgatti","Centro Studi Cetacei","42.67542","14.02052"
"CSC160830TCc2","30/08/2016","Caretta caretta","Marche","Ancona","Senigallia","ND","59","","","Morto","ND","Privato cittadino","Donninelli Dino","ASL","43.68258","13.27979"
"CSC160829TCc1","29/08/2016","Caretta caretta","Abruzzo","Chieti","Vasto","ND","20","","","Morto","ND","Guardia Costiera","Roberto Valente","ASL","42.09598","14.72771"
"CSC160825TCc2","25/08/2016","Caretta caretta","Marche","Pesaro e Urbino","Gabicce Mare","ND","55","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.96917","12.75333"
"CSC160825TCc1","25/08/2016","Caretta caretta","Abruzzo","Teramo","Pineto","F","41","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.58266","14.09305"
"CSC160823TCc3","23/08/2016","Caretta caretta","Marche","Fermo","Porto Sant'Elpidio","F","42","","","Morto","ND","Privato cittadino","Iacchia Giuseppe","ASUR","43.25639","13.76333"
"CSC160823TCc2","23/08/2016","Caretta caretta","Abruzzo","Pescara","Pescara","ND","40","","","Morto","ND","Guardia Costiera","Marco Saccoccia","Centro Studi Cetacei","42.4774","14.2079"
"CSC160823TCc1","23/08/2016","Caretta caretta","Abruzzo","Pescara","Pescara","ND","57","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.48943","14.19229"
"CSC160821TCc1","21/08/2016","Caretta caretta","Marche","Fermo","Fermo","ND","40","","","Morto","ND","Privato cittadino","Trobbiani Marisa","ASUR","43.21404","13.78528"
"CSC160820TCc1","20/08/2016","Caretta caretta","Abruzzo","Pescara","Montesilvano","ND","41","","","Morto","ND","Guardia Costiera","Sergio Guccione","Centro Studi Cetacei","42.50972","14.17139"
"CSC160820TCc2","20/08/2016","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","35","","","Morto","ND","Vigili del fuoco","Carnaroli Eleonora","ASUR","43.92943","12.89415"
"CSC160819TCc1","19/08/2016","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","29","","","Vivo","ND","Privato cittadino","Valeria Angelini","Centro di Recupero","44.40278","12.31583"
"CSC160817TCc1","17/08/2016","Caretta caretta","Abruzzo","Teramo","Martinsicuro","ND","46","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.89638","13.93916"
"CSC160815TCc1","15/08/2016","Caretta caretta","Lazio","Latina","Minturno","F","80","","","Morto","ND","Privato cittadino","Lucio Mallozzi","ASL","41.23111","13.74833"
"CSC160812TCc1","12/08/2016","Caretta caretta","Abruzzo","Pescara","Pescara","ND","40","","","Morto","ND","Guardia Costiera","Chiara Profico","Centro Studi Cetacei","42.46979","14.2188"
"CSC160810TCc2","10/08/2016","Caretta caretta","Puglia","Taranto","Taranto","ND","80","","","Morto","ND","Guardia Costiera","Luca Laporta","ASL","40.47963","17.18002"
"CSC160810TCc1","10/08/2016","Caretta caretta","Puglia","Taranto","Taranto","ND","37","1082A1083AWWFITALIA","","Morto","ND","Guardia Costiera","Luca Laporta","ASL","40.47963","17.18002"
"CSC160809TCc1","09/08/2016","Caretta caretta","Calabria","Cosenza","Comune","ND","70","6183AWWFITALIA","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","39.62119","16.68683"
"CSC160808TCc1","08/08/2016","Caretta caretta","Abruzzo","Teramo","Pineto","ND","67.5","","","Morto","ND","Guardia Costiera","Maxine Cutracci","Centro Studi Cetacei","42.61636","14.06338"
"CSC160807TCc1","07/08/2016","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","F","80","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.62664","12.27175"
"CSC160804TCc1","04/08/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","30","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.68348","12.24257"
"CSC160804TCc2","04/08/2016","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","F","75","","","Morto","ND","Privato cittadino","Falaschetti Giuliano","ASUR","42.95","13.9"
"CSC160804TCc4","04/08/2016","Caretta caretta","Marche","Ascoli Piceno","Cupra Marittima","F","30","","","Morto","ND","Privato cittadino","Giorgio Filipponi","ASUR","43.02873","13.86075"
"CSC160804TCc3","04/08/2016","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","45","","","Morto","ND","Privato cittadino","Falaschetti Giuliano","ASUR","42.95667","13.88806"
"CSC160803TCc1","03/08/2016","Caretta caretta","Emilia Romagna","Ravenna","Ravenna","ND","30","","","Vivo","ND","Privato cittadino","Non disponibile","Centro di Recupero","44.46717","12.28835"
"CSC160731TCc2","31/07/2016","Caretta caretta","Abruzzo","Chieti","Vasto","ND","47","5185AWWFITALIA","","Morto","ND","Guardia Costiera","Roberto Valente","Centro Studi Cetacei","42.14266","14.71893"
"CSC160731TCc1","31/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","100","F3225","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.685","12.24194"
"CSC160730TCc2","30/07/2016","Caretta caretta","Abruzzo","Chieti","Francavilla al Mare","M","77","","","Morto","ND","Guardia Costiera","Sergio Guccione","Centro Studi Cetacei","42.4605","14.38267"
"CSC160730TCc1","30/07/2016","Caretta caretta","Abruzzo","Teramo","Tortoreto","ND","28","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.80204","13.94501"
"CSC160729TCc1","29/07/2016","Caretta caretta","Abruzzo","Teramo","Alba Adriatica","F","65","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.82051","13.93848"
"CSC160729TCc3","29/07/2016","Caretta caretta","Abruzzo","Pescara","Pescara","ND","43","","","Morto","ND","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.49102","14.18942"
"CSC160729TCc4","29/07/2016","Caretta caretta","Abruzzo","Teramo","Silvi","ND","54","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.54027","14.13361"
"CSC160729TCc7","29/07/2016","Caretta caretta","Marche","Ascoli Piceno","Cupra Marittima","F","85","","","Morto","ND","Privato cittadino","Giorgio Filipponi","ASUR","43.04306","13.85611"
"CSC160729TCc5","29/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","70","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.66252","12.25034"
"CSC160729TCc6","29/07/2016","Caretta caretta","Marche","Ascoli Piceno","Grottammare","ND","30","","","Morto","ND","Privato cittadino","Giorgio Filipponi","ASUR","42.99444","13.87111"
"CSC160729TCc2","29/07/2016","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","35","","CSCIT063","Vivo","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.69098","14.00959"
"CSC160728TCc1","28/07/2016","Caretta caretta","Abruzzo","Teramo","Giulianova","F","32.5","","","Morto","ND","Guardia Costiera","Alfredo Di Domenicantonio","Centro Studi Cetacei","42.76453","13.96327"
"CSC160727TCc1","27/07/2016","Caretta caretta","Abruzzo","Pescara","Pescara","ND","60.5","","CSCIT062","Vivo","ND","Motopeschereccio","Vincenzo Olivieri","Centro Studi Cetacei","42.54705","14.36167"
"CSC160726TCc1","26/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","35","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.67722","12.245"
"CSC160725TCc1","25/07/2016","Caretta caretta","Abruzzo","Teramo","Silvi","ND","55","","","Morto","ND","Guardia Costiera","Martina De Cristofaro","Centro Studi Cetacei","42.56751","14.10528"
"CSC160723TCc1","23/07/2016","Caretta caretta","Abruzzo","Teramo","Giulianova","ND","95","","","Morto","ND","Guardia Costiera","Noemi Pica","Guardia Costiera","42.75814","13.96864"
"CSC160723TCm1","23/07/2016","Chelonia mydas","Molise","Campobasso","Termoli","F","30","","","Morto","ND","Guardia Costiera","Petronilla Pozzi","ASL","42.02026","14.90482"
"CSC160722TCc2","22/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","40","","","Vivo","ND","Privato cittadino","Sauro Pari","Centro di Recupero","44.67","12.25139"
"CSC160722TCc1","22/07/2016","Caretta caretta","Abruzzo","Pescara","Montesilvano","F","64","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.51082","14.16981"
"CSC160721TCc1","21/07/2016","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","F","66","","","Morto","ND","Privato cittadino","Falaschetti Giuliano","ASUR","42.929","13.89797"
"CSC160720TCc1","20/07/2016","Caretta caretta","Abruzzo","Pescara","Pescara","F","46","","","Morto","ND","Privato cittadino","Chiara Profico","Centro Studi Cetacei","42.50086","14.3137"
"CSC160717TCc2","17/07/2016","Caretta caretta","Abruzzo","Teramo","Tortoreto","F","81","ZC04414510KIFISIAGRECE","","Morto","ND","Guardia Costiera","Nicola Ferri","Istituto Zooprofilattico","42.81203","13.94049"
"CSC160717TCc3","17/07/2016","Caretta caretta","Calabria","Vibo Valentia","Pizzo","M","90","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.80161","16.21171"
"CSC160717TCc1","17/07/2016","Caretta caretta","Molise","Campobasso","Termoli","ND","22","","CSCIT061","Vivo","ND","Privato cittadino","Martina De Cristofaro","Centro Studi Cetacei","42.01396","14.93573"
"CSC160716TCc1","16/07/2016","Caretta caretta","Molise","Campobasso","Termoli","ND","23","","CSCIT060","Vivo","ND","Guardia Costiera","Antonio Cancellario","ASL","42.01478","14.92998"
"CSC160716TCc3","16/07/2016","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","25","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","43.63333","13.39278"
"CSC160716TCc2","16/07/2016","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","26","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","43.64417","13.36917"
"CSC160715TCc1","15/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","50","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.67639","12.24583"
"CSC160714TCc3","14/07/2016","Caretta caretta","Abruzzo","Chieti","Fossacesia","ND","54","","","Morto","ND","Guardia Costiera","Camillo Cipollone","ASL","42.25017","14.51169"
"CSC160714TCc1","14/07/2016","Caretta caretta","Abruzzo","Teramo","Silvi","ND","65","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.57504","14.09925"
"CSC160712TCc4","12/07/2016","Caretta caretta","Sicilia","Trapani","Castelvetrano","ND","54","","","Morto","ND","Motopeschereccio","Mauceri","ASL","37.57917","12.83167"
"CSC160712TCc1","12/07/2016","Caretta caretta","Abruzzo","Pescara","Pescara","F","72","","","Morto","ND","Guardia Costiera","Marco Saccoccia","Centro Studi Cetacei","42.45199","14.24491"
"CSC160712TCc2","12/07/2016","Caretta caretta","Abruzzo","Chieti","Ortona","ND","43","","","Morto","ND","Guardia Costiera","Antonio Di Luca","ASL","42.3838","14.36201"
"CSC160712TCc3","12/07/2016","Caretta caretta","Calabria","Vibo Valentia","Vibo Valentia","F","64","","","Vivo","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.71816","16.11709"
"CSC160712TCc5","12/07/2016","Caretta caretta","Marche","Fermo","Porto Sant'Elpidio","ND","25","","","Morto","ND","Privato cittadino","Amici Maurizio","ASUR","43.26198","13.76035"
"CSC160711TCc3","11/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","75","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.70652","12.24072"
"CSC160711TCc1","11/07/2016","Caretta caretta","Abruzzo","Teramo","Roseto degli Abruzzi","ND","30","","","Morto","ND","Guardia Costiera","Angelo Cameli","ASL","42.6729","14.0213"
"CSC160710TCc1","10/07/2016","Caretta caretta","Abruzzo","Teramo","Martinsicuro","F","25","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.88095","13.92174"
"CSC160710TCc5","10/07/2016","Caretta caretta","Marche","Fermo","Pedaso","ND","42","","","Morto","ND","Privato cittadino","Trobbiani Marisa","ASUR","43.0865","13.84635"
"CSC160710TCc3","10/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","55","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.65498","12.25335"
"CSC160710TCc6","10/07/2016","Caretta caretta","Marche","Fermo","Porto Sant'Elpidio","ND","60","","","Morto","ND","Privato cittadino","Trobbiani Marisa","ASUR","43.26943","13.75635"
"CSC160710TCc2","10/07/2016","Caretta caretta","Abruzzo","Chieti","Fossacesia","ND","60","","","Morto","ND","Guardia Costiera","Massimiliano Pennelli","Centro Studi Cetacei","42.24253","14.52672"
"CSC160710TCc4","10/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","41","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.79639","12.26965"
"CSC160709TCc1","09/07/2016","Caretta caretta","Abruzzo","Teramo","Silvi","F","62","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.5666","14.10522"
"CSC160708TCc2","08/07/2016","Caretta caretta","Calabria","Catanzaro","Catanzaro","ND","30","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.82333","16.62111"
"CSC160708TCc3","08/07/2016","Caretta caretta","Friuli","Gorizia","Monfalcone","F","40","","","Morto","ND","Privato cittadino","Zuppa","WWF","45.77833","13.53417"
"CSC160708TCc1","08/07/2016","Caretta caretta","Calabria","Vibo Valentia","Ricadi","F","72","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.67094","15.86887"
"CSC160707TCc3","07/07/2016","Caretta caretta","Abruzzo","Chieti","San Vito Chietino","F","76","","","Morto","ND","Guardia Costiera","Antonio Di Luca","ASL","42.30542","14.45114"
"CSC160707TCc1","07/07/2016","Caretta caretta","Abruzzo","Pescara","Pescara","M","35","","","Morto","ND","Guardia Costiera","Martina De Cristofaro","Centro Studi Cetacei","42.48955","14.19168"
"CSC160707TCc2","07/07/2016","Caretta caretta","Abruzzo","Pescara","Montesilvano","F","39","","","Morto","ND","Guardia Costiera","Vincenzo Olivieri","Centro Studi Cetacei","42.50293","14.17688"
"CSC160707TCc4","07/07/2016","Caretta caretta","Calabria","Vibo Valentia","Pizzo","F","51","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.72815","16.15161"
"CSC160706TCc1","06/07/2016","Caretta caretta","Puglia","Taranto","Taranto","F","61","","","Morto","ND","Guardia Costiera","Monica Barnaba","Centro Studi Cetacei","40.40917","17.22417"
"CSC160705TCc3","05/07/2016","Caretta caretta","Abruzzo","Teramo","Tortoreto","ND","46","","","Morto","ND","Guardia Costiera","Angelo Cameli","ASL","42.80847","13.94269"
"CSC160705TCc5","05/07/2016","Caretta caretta","Lazio","Latina","Gaeta","ND","82","","","Morto","ND","Privato cittadino","Daniele Cavalli","ASL","41.20694","13.57055"
"CSC160705TCc2","05/07/2016","Caretta caretta","Abruzzo","Chieti","Ortona","ND","27","","","Morto","ND","Guardia Costiera","Maria Patierno","ASL","42.40147","14.32742"
"CSC160705TCc4","05/07/2016","Caretta caretta","Marche","Fermo","Porto Sant'Elpidio","ND","35","","","Morto","ND","Privato cittadino","Patrizia Tirabasso","ASUR","43.27781","13.75163"
"CSC160705TCc1","05/07/2016","Caretta caretta","Calabria","Vibo Valentia","Ricadi","F","65","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.61646","15.83606"
"CSC160704TCc1","04/07/2016","Caretta caretta","Molise","Campobasso","Termoli","F","69.5","","","Morto","ND","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.00624","15.00041"
"CSC160703TCc1","03/07/2016","Caretta caretta","Calabria","Catanzaro","Lamezia Terme","F","48","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.90369","16.22028"
"CSC160702TCc1","02/07/2016","Caretta caretta","Molise","Campobasso","Campomarino","ND","","","","Morto","ND","Guardia Costiera","Antonio Ciavarra","ASL","41.95434","15.06187"
"CSC160702TCc2","02/07/2016","Caretta caretta","Marche","Pesaro e Urbino","Pesaro","ND","50","","","Morto","ND","Privato cittadino","Ridolfini Roberto","ASUR","43.91099","12.92362"
"CSC160701TCc2","01/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","42","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.69167","12.24056"
"CSC160701TCc3","01/07/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","70","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.67667","12.24444"
"CSC160701TCc1","01/07/2016","Caretta caretta","Marche","Ancona","Falconara Marittima","ND","34","","","Vivo","ND","Privato cittadino","Non disponibile","Guardia Costiera","43.64407","13.36973"
"CSC160628TCc2","28/06/2016","Caretta caretta","Marche","Ascoli Piceno","San Benedetto del Tronto","ND","33","","","Vivo","ND","Motopeschereccio","Donatella Sordelli","Parco Naturale","42.98556","14.72"
"CSC160628TCc1","28/06/2016","Caretta caretta","Abruzzo","Teramo","Pineto","M","34","","","Morto","ND","Guardia Costiera","Claudia Borgatti","Centro Studi Cetacei","42.58945","14.08555"
"CSC160623TCc1","23/06/2016","Caretta caretta","Emilia Romagna","Ferrara","Comacchio","ND","73","","","Morto","ND","Privato cittadino","Non disponibile","Guardia Costiera","44.63333","12.26667"
"CSC160622TCc1","22/06/2016","Caretta caretta","Puglia","Taranto","Leporano","F","39","","","Morto","ND","Corpo Forestale dello Stato","Monica Barnaba","Centro Studi Cetacei","40.37431","17.30339"
"CSC160621TCc1","21/06/2016","Caretta caretta","Puglia","Taranto","Taranto","M","55","","","Morto","ND","Protezione Civile","Giovanni De Vincentiis","Centro Studi Cetacei","40.51745","17.13129"
"CSC160614TCc1","14/06/2016","Caretta caretta","Abruzzo","Teramo","Pineto","ND","60","","","Morto","ND","Guardia Costiera","Monica Gramenzi","ASL","42.6029","14.07379"
"CSC160613TCc1","13/06/2016","Caretta caretta","Calabria","Vibo Valentia","Parghelia","F","57","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.68139","15.91111"
"CSC160607TCc1","07/06/2016","Caretta caretta","Calabria","Vibo Valentia","Vibo Valentia","F","32","","","Vivo","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.71222","16.09972"
"CSC160606TCc1","06/06/2016","Caretta caretta","Calabria","Catanzaro","Lamezia Terme","F","60","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.91845","16.21911"
"CSC160605TCm1","05/06/2016","Chelonia mydas","Puglia","Lecce","Melendugno","ND","25","","","Vivo","ND","Privato cittadino","Non disponibile","Centro di Recupero","40.29833","18.41222"
"CSC160605TCc1","05/06/2016","Caretta caretta","Calabria","Vibo Valentia","Pizzo","F","62","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.73583","16.15917"
"CSC160604TCc2","04/06/2016","Caretta caretta","Calabria","Crotone","Crotone","F","80","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","39.07938","17.13642"
"CSC160604TCc1","04/06/2016","Caretta caretta","Puglia","Taranto","Taranto","F","81","","","Morto","ND","Privato cittadino","Vincenzo Prunella","Centro Studi Cetacei","40.46916","17.30065"
"CSC160604TCm1","04/06/2016","Chelonia mydas","Calabria","Crotone","Isola di Capo Rizzuto","M","35","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.93316","16.99222"
"CSC160603TCc1","03/06/2016","Caretta caretta","Calabria","Cosenza","Rocca Imperiale","ND","60","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","40.10302","16.62606"
"CSC160602TCc1","02/06/2016","Caretta caretta","Puglia","Lecce","Otranto","F","69","","","Morto","ND","Privato cittadino","Baldassarre Maurizio","ASL","40.23345","18.46074"
"CSC160530TCc1","30/05/2016","Caretta caretta","Calabria","Catanzaro","Badolato","F","70","","","Vivo","ND","Privato cittadino","Elena Madeo","Centro Studi Cetacei","38.78667","16.69609"
"CSC160528TCc1","28/05/2016","Caretta caretta","Calabria","Catanzaro","Curinga","F","65","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.83613","16.21917"
"CSC160528TCc2","28/05/2016","Caretta caretta","Calabria","Vibo Valentia","Briatico","F","55","","","Vivo","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.72528","16.0278"
"CSC160526TCc1","26/05/2016","Caretta caretta","Calabria","Cosenza","Guardia Piemontese","F","54","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","39.45173","15.98863"
"CSC160521TCc2","21/05/2016","Caretta caretta","Campania","Napoli","Torre del Greco","ND","100","","","Morto","ND","Privato cittadino","Pinto Renato","ASL","40.785","14.36167"
"CSC160521TCc1","21/05/2016","Caretta caretta","Marche","Pesaro e Urbino","Mondolfo","ND","42","","","Morto","ND","Guardia Costiera","Non disponibile","ASL","43.76583","13.14639"
"CSC160518TCc1","18/05/2016","Caretta caretta","Calabria","Catanzaro","Botricello","F","","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.91248","16.82642"
"CSC160513TCc2","13/05/2016","Caretta caretta","Calabria","Cosenza","Cetraro","F","60","","","Morto","ND","ASP","Andrea Paiser","Centro Studi Cetacei","39.51364","15.93588"
"CSC160513TCc1","13/05/2016","Caretta caretta","Abruzzo","Pescara","Montesilvano","ND","53.2","","CSCIT059","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.55448","14.20918"
"CSC160506TCc1","06/05/2016","Caretta caretta","Calabria","Catanzaro","Lamezia Terme","ND","","","","Morto","ND","Guardia Costiera","Stefania Giglio","Centro Studi Cetacei","38.91737","16.21923"
"CSC160505TCc2","05/05/2016","Caretta caretta","Abruzzo","Pescara","Pescara","F","64","","CSCIT058","Vivo","ND","Guardia Costiera","Ludovica Di Renzo","Centro Studi Cetacei","42.7708","14.24072"
"CSC160505TCc1","05/05/2016","Caretta caretta","Abruzzo","Pescara","Pescara","ND","29.3","","CSCIT057","Vivo","ND","Guardia Costiera","Daniela Profico","Centro Studi Cetacei","42.65725","14.41634"
"CSC160504TCc1","04/05/2016","Caretta caretta","Marche","Ancona","Ancona","ND","40","","","Morto","ND","Guardia Costiera","anonimo","Non disponibile","43.62034","13.42319"
"CSC160502TCc1","02/05/2016","Caretta caretta","Puglia","Lecce","Melendugno","ND","65","","","Morto","ND","Privato cittadino","anonimo","Polizia Municipale","40.31178","18.39012"
"CSC160422TCc1","22/04/2016","Caretta caretta","Calabria","Catanzaro","Gizzeria","F","80","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.9546","16.15413"
"CSC160418TCc1","18/04/2016","Caretta caretta","Puglia","Lecce","Ugento","F","68","","","Morto","ND","Guardia Costiera","Mastrolia Antonio","ASL","39.86508","18.14522"
"CSC160417TCc1","17/04/2016","Caretta caretta","Calabria","Vibo Valentia","Parghelia","ND","80","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.68194","15.90917"
"CSC160416TCc1","16/04/2016","Caretta caretta","Puglia","Lecce","Otranto","F","68","","","Morto","ND","Guardia Costiera","anonimo","Istituto Zooprofilattico","40.07934","18.48446"
"CSC160413TCc1","13/04/2016","Caretta caretta","Calabria","Cosenza","Amantea","M","45","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.12623","16.06967"
"CSC160406TCc1","06/04/2016","Caretta caretta","Marche","Ascoli Piceno","Grottammare","ND","60","","","Morto","ND","Privato cittadino","Stefano Ciccarelli","ASUR","42.99104","13.87184"
"CSC160403TCc1","03/04/2016","Caretta caretta","Calabria","Vibo Valentia","Briatico","ND","80","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","38.72509","16.05545"
"CSC160402TCc1","02/04/2016","Caretta caretta","Calabria","Catanzaro","Curinga","ND","","","","Morto","ND","ASP","Elena Madeo","Centro Studi Cetacei","38.83243","16.21907"
"CSC160402TCc2","02/04/2016","Caretta caretta","Calabria","Catanzaro","Curinga","ND","","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.83243","16.21907"
"CSC160330TCc1","30/03/2016","Caretta caretta","Calabria","Vibo Valentia","Tropea","F","","","","Morto","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.6801","15.90231"
"CSC160319TCc1","19/03/2016","Caretta caretta","Calabria","Vibo Valentia","Briatico","ND","40","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.72703","16.02876"
"CSC160318TCc1","18/03/2016","Caretta caretta","Abruzzo","Pescara","Pescara","F","72","","","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.54494","14.36946"
"CSC160317TCc1","17/03/2016","Caretta caretta","Abruzzo","Pescara","Pescara","F","64","","CSCIT056","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.55077","14.3283"
"CSC160315TCc1","15/03/2016","Caretta caretta","Calabria","Cosenza","Amantea","ND","45","","","Morto","ND","Guardia Costiera","Elena Madeo","Centro Studi Cetacei","39.08837","16.08448"
"CSC160303TCc1","03/03/2016","Caretta caretta","Abruzzo","Chieti","Vasto","F","72","","","Morto","ND","Guardia Costiera","Massimo Genovesi","Centro Studi Cetacei","42.08587","14.74183"
"CSC160303TCc2","03/03/2016","Caretta caretta","Abruzzo","Pescara","Pescara","F","78","","","Vivo","ND","Motopeschereccio","Chiara Profico","Centro Studi Cetacei","42.52829","14.31931"
"CSC160224TCc1","24/02/2016","Caretta caretta","Marche","Macerata","Civitanova Marche","ND","","","","Morto","ND","Guardia Costiera","anonimo","Guardia Costiera","43.31438","13.73299"
"CSC160221TCc2","21/02/2016","Caretta caretta","Calabria","Vibo Valentia","Zambrone","F","60","","","Morto","ND","Privato cittadino","Stefania Giglio","Centro Studi Cetacei","38.70704","15.96683"
"CSC160221TCc1","21/02/2016","Caretta caretta","Calabria","Vibo Valentia","Ricadi","M","76","","","Morto","ND","Carabinieri","Elena Madeo","Centro Studi Cetacei","38.60663","15.85014"
"CSC160212TCc1","12/02/2016","Caretta caretta","Marche","Pesaro e Urbino","Fano","ND","45","","","Morto","ND","Privato cittadino","anonimo","ASUR","43.85307","13.0081"
"CSC160206TCc1","06/02/2016","Caretta caretta","Calabria","Vibo Valentia","Pizzo","F","52","","","Vivo","ND","ASP","Stefania Giglio","Centro Studi Cetacei","38.78349","16.2025"
"CSC160131TCc1","31/01/2016","Caretta caretta","Calabria","Reggio di Calabria","Villa San Giovanni","ND","50","","","Morto","ND","Privato cittadino","Elena Madeo","Centro Studi Cetacei","38.23938","15.66917"
