codice,data_rilievo,regione,provincia,comune,specie,cod_specie,sesso,lunghezza_cm,tipo_lunghezza,condizioni,tag,tag_rilascio,interazione,segnalato_da,rilevatore,struttura_rilevatore,lng,lat
CSC210604TCc1,2021-06-04,Abruzzo,Teramo,Pineto,Caretta caretta,1,F,66.5,CCL,Morto,,,ND,Privato cittadino,Claudia Borgatti,Centro Studi Cetacei,14.04987,42.63637
CSC210602TCc2,2021-06-02,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,34.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,12.273,44.802
CSC210602TCc1,2021-06-02,Abruzzo,Chieti,Ortona,Caretta caretta,1,F,77.5,CCL,Vivo,,CSCIT248,ND,Privato cittadino,Anna Angrilli,Centro Studi Cetacei,14.32942,42.40051
CSC210601TCc2,2021-06-01,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,58.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,12.242,44.716
CSC210601TCc1,2021-06-01,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,61.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.243,44.679
CSC210531TCc2,2021-05-31,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,54.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,12.241,44.716
CSC210531TCc1,2021-05-31,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,85.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,12.246,44.745
CSC210530TCc1,2021-05-30,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,51.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.241,44.687
CSC210529TCc1,2021-05-29,Sicilia,Messina,Lipari,Caretta caretta,1,ND,50.0,TOT,Vivo,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,15.075,38.62
CSC210526TCc1,2021-05-26,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,77.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.68609,42.17985
CSC210525TCc1,2021-05-25,Abruzzo,Chieti,San Salvo,Caretta caretta,1,ND,60.0,CCL,Morto,,,ND,Guardia Costiera,Fabrizio Di Fonzo,ASL,14.77819,42.07143
CSC210524TCc1,2021-05-24,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,60.0,TOT,Morto,,,No,Guardia Costiera,Non disponibile,Guardia Costiera,12.24,44.708
CSC210522TCc1,2021-05-22,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,70.0,CCL,Morto,,,ND,Privato cittadino,Fabrizio Di Fonzo,ASL,14.719,42.13334
CSC210520TCc1,2021-05-20,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,F,71.0,CCL,Morto,,,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.02516,42.6687
CSC210516TCc1,2021-05-16,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,64.0,CCL,Morto,,,ND,Guardia Costiera,Angela D'Ambrosio,Centro Studi Cetacei,15.08363,41.94101
CSC210514TCc1,2021-05-14,Lazio,Viterbo,Tarquinia,Caretta caretta,1,ND,80.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,11.72444,42.18416
CSC210511TCc2,2021-05-11,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,28.0,CCL,Morto,,,ND,Guardia Costiera,Anna Angrilli,Centro Studi Cetacei,14.08691,42.5882
CSC210511TCc1,2021-05-11,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,33.3,CCL,Morto,,,ND,Guardia Costiera,Anna Angrilli,Centro Studi Cetacei,14.07086,42.60655
CSC210505TCc1,2021-05-05,Marche,Ancona,Ancona,Caretta caretta,1,ND,75.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,13.497,43.626
CSC210504TCc1,2021-05-04,Molise,Campobasso,Termoli,Caretta caretta,1,ND,45.0,CCL,Morto,,,Si,Privato cittadino,Angela D'Ambrosio,Centro Studi Cetacei,14.92827,42.01541
CSC210502TCc1,2021-05-02,Abruzzo,Teramo,Giulianova,Caretta caretta,1,ND,40.5,CCL,Vivo,,CSCIT247,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.185,42.84116
CSC210430TCc1,2021-04-30,Puglia,Foggia,Isole Tremiti,Caretta caretta,1,ND,32.6,CCL,Vivo,,CSCIT246,No,Privato cittadino,Alice Glave,Centro Studi Cetacei,15.50138,42.12166
CSC210429TCc1,2021-04-29,Emilia Romagna,Rimini,Rimini,Caretta caretta,1,F,75.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.60369,44.11406
CSC210428TCc2,2021-04-28,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,M,71.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.47909,44.28499
CSC210428TCc1,2021-04-28,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,M,68.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.47909,44.28499
CSC210427TCc1,2021-04-27,Marche,Pesaro e Urbino,Fano,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.055,43.829
CSC210426TCc2,2021-04-26,Emilia Romagna,Rimini,Rimini,Caretta caretta,1,ND,40.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,13.09277,44.13611
CSC210426TCc3,2021-04-26,Emilia Romagna,Rimini,Rimini,Caretta caretta,1,F,72.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,13.02722,44.27472
CSC210426TCc1,2021-04-26,Emilia Romagna,Rimini,Rimini,Caretta caretta,1,ND,37.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,13.02722,44.27472
CSC210423TCc3,2021-04-23,Marche,Ancona,Ancona,Caretta caretta,1,ND,35.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,12.0,43.788
CSC210423TCc1,2021-04-23,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,77.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.54055,44.29333
CSC210423TCc2,2021-04-23,Marche,Ancona,Ancona,Caretta caretta,1,ND,61.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.65,43.6
CSC210421TCc2,2021-04-21,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,63.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.5855,44.51666
CSC210421TCc1,2021-04-21,Molise,Campobasso,Termoli,Caretta caretta,1,M,55.2,CCL,Morto,,,ND,Guardia Costiera,Gianluca Barbuto,Centro Studi Cetacei,14.90555,42.02015
CSC210418TCc1,2021-04-18,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,74.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,12.29278,44.21243
CSC210414TCc1,2021-04-14,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,M,63.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.57061,44.4043
CSC210408TCc1,2021-04-08,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,69.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.71666,44.39305
CSC210407TCc1,2021-04-07,Molise,Campobasso,Termoli,Caretta caretta,1,ND,70.3,CCL,Morto,,,ND,Guardia Costiera,Gianluca Barbuto,Centro Studi Cetacei,15.01413,41.98564
CSC210407TCc2,2021-04-07,Lazio,Roma,Roma,Caretta caretta,1,M,63.0,CCL,Morto,,,ND,Guardia Costiera,Valerio Manfrini,Ambito Rete Tarta Lazio,12.34138,41.70204
CSC210402TCc1,2021-04-02,Molise,Campobasso,Termoli,Caretta caretta,1,ND,64.0,CCL,Morto,,,ND,Privato cittadino,Gianluca Barbuto,Centro Studi Cetacei,14.92039,42.01684
CSC210401TCc1,2021-04-01,Abruzzo,Teramo,Tortoreto,Caretta caretta,1,ND,22.5,CCL,Vivo,,CSCIT245,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,13.94307,42.80685
CSC210327TCc2,2021-03-27,Sicilia,Messina,Lipari,Caretta caretta,1,ND,68.5,CCL,Vivo,,,Si,Guardia Costiera,Non disponibile,Associazione,14.416,38.34069
CSC210327TCc1,2021-03-27,Sardegna,Olbia-Tempio,La Maddalena,Caretta caretta,1,ND,37.0,CCL,Vivo,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,9.449,41.191
CSC210326TCc5,2021-03-26,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,73.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.6157,44.37583
CSC210326TCc4,2021-03-26,Puglia,Foggia,Cagnano Varano,Caretta caretta,1,ND,10.0,CCL,Morto,,,No,Privato cittadino,Marianna Marangi,Centro Studi Cetacei,15.81456,41.92298
CSC210326TCc1,2021-03-26,Puglia,Foggia,Peschici,Caretta caretta,1,ND,30.0,CCL,Morto,,,Si,Privato cittadino,Marianna Marangi,Centro Studi Cetacei,16.00712,41.94685
CSC210325TCc3,2021-03-25,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,64.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.64722,44.37666
CSC210325TCc5,2021-03-25,Sardegna,Olbia-Tempio,La Maddalena,Caretta caretta,1,ND,39.0,TOT,Vivo,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,9.437,41.228
CSC210325TCc6,2021-03-25,Marche,Ancona,Numana,Caretta caretta,1,ND,40.0,CCL,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,13.625,43.513
CSC210325TCc4,2021-03-25,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,70.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.64722,44.3766
CSC210325TCc2,2021-03-25,Marche,Ancona,Falconara Marittima,Caretta caretta,1,ND,40.0,TOT,Morto,,,ND,Privato cittadino,Non disponibile,Guardia Costiera,13.36433,43.64575
CSC210325TCc1,2021-03-25,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,20.0,CCL,Vivo,,CSCIT244,ND,Guardia Costiera,Valentina Giuliani,Centro Studi Cetacei,15.06389,41.95349
CSC210324TCc3,2021-03-24,Abruzzo,Chieti,San Salvo,Caretta caretta,1,ND,11.2,CCL,Vivo,,CSCIT241,ND,Guardia Costiera,Anna Angrilli,Centro Studi Cetacei,14.75822,42.0779
CSC210324TCc2,2021-03-24,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,ND,70.0,CCL,Morto,,,No,Guardia Costiera,William Di Nardo,CSC/ASL,14.28136,42.42826
CSC210324TCc5,2021-03-24,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,71.9,CCL,Vivo,,CSCIT243,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.35713,42.53555
CSC210324TCc1,2021-03-24,Abruzzo,Teramo,Giulianova,Caretta caretta,1,M,32.5,CCL,Morto,,,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,13.9694,42.75509
CSC210324TCc4,2021-03-24,Molise,Campobasso,Termoli,Caretta caretta,1,ND,34.0,CCL,Vivo,,CSCIT242,ND,Guardia Costiera,Sara Triso,Centro Studi Cetacei,14.97056,42.00806
CSC210324TCc7,2021-03-24,Molise,Campobasso,Campomarino,Caretta caretta,1,F,59.0,CCL,Morto,,,ND,Guardia Costiera,Gianluca Barbuto,Centro Studi Cetacei,15.062,41.95554
CSC210323TCc2,2021-03-23,Marche,Ancona,Senigallia,Caretta caretta,1,ND,61.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.24564,43.70255
CSC210323TCc1,2021-03-23,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,17.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro Studi Cetacei,12.963,43.882
CSC210323TCc3,2021-03-23,Marche,Ancona,Senigallia,Caretta caretta,1,ND,46.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.2888,43.6777
CSC210322TCc1,2021-03-22,Marche,Ancona,Senigallia,Caretta caretta,1,ND,40.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.2364,43.70837
CSC210321TCc1,2021-03-21,Emilia Romagna,Rimini,Rimini,Caretta caretta,1,ND,19.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,12.559,44.078
CSC210319TCc1,2021-03-19,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,76.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.5855,44.51666
CSC210317TCc1,2021-03-17,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,70.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.77194,44.55833
CSC210316TCc3,2021-03-16,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,ND,61.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.57527,44.6625
CSC210316TCc2,2021-03-16,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,M,77.0,CCL,Vivo,,CSCIT240,Si,Motopeschereccio,Simone Di Giacomo,Centro Studi Cetacei,14.2212,42.75762
CSC210316TCc1,2021-03-16,Abruzzo,Chieti,Torino di Sangro,Caretta caretta,1,F,73.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.59439,42.21016
CSC210313TCc1,2021-03-13,Lazio,Roma,Roma,Caretta caretta,1,ND,70.0,CCL,Morto,,,ND,Guardia Costiera,Maurizio De Crescenzo,Guardia Costiera,12.4034,41.66486
CSC210308TCc1,2021-03-08,Lazio,Latina,Gaeta,Caretta caretta,1,ND,,,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.57072,41.22279
CSC210306TCc1,2021-03-06,Molise,Campobasso,Termoli,Caretta caretta,1,ND,8.5,CCL,Morto,,,ND,Centro Studi Cetacei,Gianluca Barbuto,Centro Studi Cetacei,14.9405,42.01364
CSC210301TCc1,2021-03-01,Abruzzo,Teramo,Silvi,Caretta caretta,1,M,67.0,CCL,Vivo,,CSCIT239,Si,Motopeschereccio,Serena De Lauretis,Centro Studi Cetacei,14.26253,42.61759
CSC210228TCc1,2021-02-28,Marche,Ancona,Senigallia,Caretta caretta,1,ND,37.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.28914,43.67761
CSC210226TCc2,2021-02-26,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,50.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.267,44.794
CSC210226TCc1,2021-02-26,Molise,Campobasso,Termoli,Caretta caretta,1,ND,52.3,CCL,Morto,,,ND,Guardia Costiera,Gianluca Barbuto,Centro Studi Cetacei,14.90425,42.02047
CSC210225TCc1,2021-02-25,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,F,57.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.40495,44.20993
CSC210218TCc2,2021-02-18,Marche,Ascoli Piceno,San Benedetto del Tronto,Caretta caretta,1,ND,68.4,CCL,Vivo,,CSCIT238,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.1314,43.04834
CSC210218TCc1,2021-02-18,Marche,Ascoli Piceno,San Benedetto del Tronto,Caretta caretta,1,ND,61.0,CCL,Vivo,,CSCIT237,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.1314,43.04834
CSC210216TCc3,2021-02-16,Molise,Campobasso,Termoli,Caretta caretta,1,ND,61.0,CCL,Morto,,,Si,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.97867,42.0068
CSC210216TCc2,2021-02-16,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,25.5,CCL,Morto,,,ND,Privato cittadino,Matteo Coccaro,ASREM,15.0987,41.93496
CSC210216TCc4,2021-02-16,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,75.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.70756,42.17418
CSC210216TCc1,2021-02-16,Abruzzo,Teramo,Giulianova,Caretta caretta,1,F,76.0,CCL,Vivo,,CSCIT236,Si,Motopeschereccio,Alice Glave,Centro Studi Cetacei,14.18301,42.80873
CSC210215TCc1,2021-02-15,Marche,Ancona,Ancona,Caretta caretta,1,ND,20.0,CCL,Vivo,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.429,43.618
CSC210215TCc2,2021-02-15,Marche,Ancona,Ancona,Caretta caretta,1,ND,18.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.429,43.618
CSC210214TCc2,2021-02-14,Abruzzo,Chieti,Torino di Sangro,Caretta caretta,1,ND,9.0,CCL,Vivo,,CSCIT235,ND,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,14.60554,42.20533
CSC210214TCc1,2021-02-14,Abruzzo,Pescara,Comune,Caretta caretta,1,ND,30.5,CCL,Vivo,,CSCIT234,Si,Privato cittadino,Chiara Profico,Centro Studi Cetacei,14.501,42.26353
CSC210214TCc3,2021-02-14,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,ND,17.0,CCL,Vivo,,,Si,Privato cittadino,Fondazione cetacea,Centro di Recupero,12.41346,44.19602
CSC210211TCc1,2021-02-11,Lazio,Viterbo,Montalto di Castro,Caretta caretta,1,ND,58.0,CCL,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,11.47509,42.36971
CSC210210TCc1,2021-02-10,Lazio,Roma,Ladispoli,Caretta caretta,1,ND,69.0,CCL,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.1169,41.93023
CSC210129TCc1,2021-01-29,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,69.6,CCL,Vivo,,CSCIT233,Si,Motopeschereccio,Chiara Stortini,Centro Studi Cetacei,14.31115,42.52912
CSC210126TCc1,2021-01-26,Lazio,Roma,Santa Marinella,Caretta caretta,1,ND,80.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,11.93166,42.03111
CSC210123TCc1,2021-01-23,Lazio,Roma,Civitavecchia,Caretta caretta,1,ND,105.0,TOT,Morto,,,ND,Guardia Costiera,Alessandro Corso,Guardia Costiera,11.79491,42.08811
CSC210121TCc1,2021-01-21,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,M,79.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.80611,44.46111
CSC210121TCc2,2021-01-21,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,F,80.0,CCL,Vivo,,,Si,Guardia Costiera,Fondazione cetacea,Centro di Recupero,12.898,43.923
CSC210119TCc1,2021-01-19,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,75.5,CCL,Vivo,,CSCIT232,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.34755,42.55892
CSC210118TCc4,2021-01-18,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,M,65.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.575,44.3783
CSC210118TCc1,2021-01-18,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,48.0,CCL,Vivo,,CSCIT229,Si,Motopeschereccio,Dario D'Onofrio,Centro Studi Cetacei,14.22644,42.74606
CSC210118TCc2,2021-01-18,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,ND,68.0,CCL,Vivo,,CSCIT230,Si,Motopeschereccio,Alfonso Chiariello,Centro Studi Cetacei,14.46492,42.53251
CSC210118TCc3,2021-01-18,Abruzzo,Chieti,Ortona,Caretta caretta,1,ND,66.0,CCL,Vivo,,CSCIT231,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.53402,41.43062
CSC210114TCc1,2021-01-14,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,66.0,CCL,Vivo,,CSCIT228,Si,Motopeschereccio,Claudia Borgatti,Centro Studi Cetacei,14.79035,42.16277
CSC210113TCc1,2021-01-13,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,74.1,CCL,Vivo,,CSCIT227,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.32043,42.54286
CSC210112TCc2,2021-01-12,Emilia Romagna,Rimini,Riccione,Caretta caretta,1,ND,35.0,CCL,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.682,43.991
CSC210112TCc1,2021-01-12,Lazio,Roma,Santa Marinella,Caretta caretta,1,ND,73.0,CCL,Morto,,,ND,Guardia Costiera,Filippo Cigliano,Guardia Costiera,11.97328,42.00241
CSC210111TCc3,2021-01-11,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,73.0,CCL,Vivo,,CSCIT226,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.40096,42.5703
CSC210111TCc1,2021-01-11,Abruzzo,Teramo,Giulianova,Caretta caretta,1,ND,63.5,CCL,Vivo,,CSCIT224,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.12762,42.81346
CSC210111TCc2,2021-01-11,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,62.0,CCL,Vivo,,CSCIT225,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.38326,42.58888
CSC210107TCc1,2021-01-07,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,40.5,CCL,Vivo,,CSCIT223,Si,Motopeschereccio,Dario D'Onofrio,Centro Studi Cetacei,14.13812,42.72522
CSC210105TCc1,2021-01-05,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,M,73.0,CCL,Vivo,,CSCIT222,Si,Motopeschereccio,Claudia Borgatti,Centro Studi Cetacei,14.36363,42.47144
CSC210104TCc2,2021-01-04,Lazio,Roma,Roma,Caretta caretta,1,ND,40.0,CCL,Morto,,,ND,Guardia Costiera,Alfonso Formisano,Guardia Costiera,12.25797,41.7354
CSC210104TCc3,2021-01-04,Lazio,Roma,Roma,Caretta caretta,1,ND,85.0,CCL,Morto,,,ND,Guardia Costiera,Alfonso Formisano,Guardia Costiera,12.24569,41.73851
CSC210104TCc1,2021-01-04,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,63.3,CCL,Vivo,CSCIT191,,Si,Motopeschereccio,Chiara Profico,Centro Studi Cetacei,14.1364,42.72834
CSC201230TCc3,2020-12-30,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,F,72.0,CCL,Vivo,,CSCIT221,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.39274,42.48023
CSC201230TCc2,2020-12-30,Abruzzo,Teramo,Giulianova,Caretta caretta,1,ND,49.0,CCL,Vivo,,CSCIT220,Si,Motopeschereccio,Daniela Profico,Centro Studi Cetacei,14.035,42.772
CSC201230TCc1,2020-12-30,Abruzzo,Chieti,Ortona,Caretta caretta,1,F,79.0,CCL,Morto,,,No,Motopeschereccio,Chiara Profico,Centro Studi Cetacei,14.412,42.452
CSC201229TCc2,2020-12-29,Marche,Pesaro e Urbino,Fano,Caretta caretta,1,ND,35.0,CCL,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.037,43.84
CSC201229TCc1,2020-12-29,Lazio,Latina,Sabaudia,Caretta caretta,1,F,43.0,CCL,Morto,,,No,Guardia Costiera,Non disponibile,Guardia Costiera,12.94833,41.36333
CSC201228TCc1,2020-12-28,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,79.6,CCL,Vivo,,CSCIT218,Si,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.302,42.519
CSC201228TCc2,2020-12-28,Abruzzo,Chieti,Ortona,Caretta caretta,1,ND,69.5,CCL,Vivo,,CSCIT219,Si,Motopeschereccio,Alfonso Chiariello,Centro Studi Cetacei,14.421,42.457
CSC201223TCc1,2020-12-23,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,F,70.8,CCL,Vivo,,CSCIT217,Si,Motopeschereccio,Chiara Profico,Centro Studi Cetacei,14.40574,42.47797
CSC201221TCc1,2020-12-21,Abruzzo,Teramo,Silvi,Caretta caretta,1,F,71.5,CCL,Morto,,,Si,Motopeschereccio,Claudia Borgatti,Centro Studi Cetacei,14.28021,42.62072
CSC201221TCc4,2020-12-21,Emilia Romagna,Forli'-Cesena,Cesenatico,Caretta caretta,1,ND,47.0,CCL,Vivo,,,Si,Motopeschereccio,Fondazione cetacea,Centro di Recupero,12.75527,44.51666
CSC201221TCc3,2020-12-21,Abruzzo,Teramo,Tortoreto,Caretta caretta,1,ND,63.0,CCL,Vivo,,CSCIT216,Si,Motopeschereccio,Alfonso Chiariello,Centro Studi Cetacei,14.1237,42.84314
CSC201221TCc2,2020-12-21,Abruzzo,Teramo,Silvi,Caretta caretta,1,F,78.0,CCL,Vivo,,CSCIT215,Si,Motopeschereccio,Claudia Borgatti,Centro Studi Cetacei,14.28197,42.60941
CSC201220TCc1,2020-12-20,Abruzzo,Teramo,Giulianova,Caretta caretta,1,M,80.0,CCL,Vivo,,CSCIT214,Si,Motopeschereccio,Alfonso Chiariello,Centro Studi Cetacei,14.08731,42.80638
CSC201220TCc3,2020-12-20,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,80.0,CCL,Morto,,,No,Privato cittadino,Fondazione cetacea,Centro di Recupero,12.33041,44.34436
CSC201220TCc2,2020-12-20,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,76.0,CCL,Morto,,,No,Privato cittadino,Fondazione cetacea,Centro di Recupero,12.3201,44.3803
CSC201218TCc2,2020-12-18,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,65.0,CCL,Morto,,,No,Guardia Costiera,Non disponibile,Guardia Costiera,12.241,44.719
CSC201218TCc1,2020-12-18,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,79.0,CCL,Vivo,,CSCIT213,Si,Motopeschereccio,Claudia Borgatti,Centro Studi Cetacei,14.47582,42.55195
CSC201217TCc1,2020-12-17,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,73.0,CCL,Morto,,,ND,Privato cittadino,Gianluca Barbuto,Centro Studi Cetacei,15.09394,41.93647
CSC201217TCc2,2020-12-17,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,70.0,CCL,Morto,,,ND,Privato cittadino,Gianluca Barbuto,Centro Studi Cetacei,15.08397,41.94072
CSC201216TCc1,2020-12-16,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,F,72.0,CCL,Vivo,,CSCIT212,Si,Motopeschereccio,Claudia Borgatti,Centro Studi Cetacei,14.35999,42.49468
