codice,data_rilievo,regione,provincia,comune,specie,cod_specie,sesso,lunghezza_cm,tipo_lunghezza,condizioni,tag,tag_rilascio,interazione,segnalato_da,rilevatore,struttura_rilevatore,lng,lat
CSC181116TCc3,2018-11-16,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,80.0,TOT,Morto,,,No,Privato cittadino,anonimo,Associazione,12.304,44.428
CSC181116TCc2,2018-11-16,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,TOT,Morto,,,No,Privato cittadino,anonimo,Associazione,12.283,44.551
CSC181115TCc1,2018-11-15,Marche,Ancona,Senigallia,Caretta caretta,1,ND,70.0,CCL,Morto,,,No,Guardia Costiera,Venturi,ASUR,13.241,43.705
CSC181114TCc1,2018-11-14,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,67.0,CCL,Morto,,,ND,Privato cittadino,Chiara Profico,Centro Studi Cetacei,14.23228,42.47244
CSC181113TCc2,2018-11-13,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,72.0,CCL,Morto,,,ND,Privato cittadino,Vincenzo Gallo,Centro Studi Cetacei,15.0415,41.96924
CSC181113TCc1,2018-11-13,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,40.0,CCL,Morto,,,ND,Privato cittadino,Vincenzo Gallo,Centro Studi Cetacei,15.03645,41.97125
CSC181112TCc1,2018-11-12,Abruzzo,Teramo,Silvi,Caretta caretta,1,ND,38.5,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,14.12848,42.54418
CSC181112TCc3,2018-11-12,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,100.0,CCL,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.252,44.655
CSC181112TCc2,2018-11-12,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,100.0,CCL,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.251,44.658
CSC181106TCc1,2018-11-06,Sicilia,Trapani,Castelvetrano,Caretta caretta,1,ND,40.0,CCL,Vivo,,,Si,Guardia Costiera,anonimo,Centro di Recupero,12.794,37.581
CSC181031TCc1,2018-10-31,Abruzzo,Teramo,Giulianova,Caretta caretta,1,M,32.0,CCL,Morto,,,No,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,13.97744,42.74383
CSC181024TCc1,2018-10-24,Abruzzo,Chieti,Ortona,Caretta caretta,1,ND,40.0,CCL,Morto,,,ND,Privato cittadino,Dario D'Onofrio,Centro Studi Cetacei,14.36104,42.38409
CSC181023TCc4,2018-10-23,Marche,Ancona,Senigallia,Caretta caretta,1,ND,70.0,CCL,Morto,,,No,Privato cittadino,Bonci Michela,ASUR,13.18917,43.73889
CSC181023TCc5,2018-10-23,Marche,Fermo,Porto Sant'Elpidio,Caretta caretta,1,ND,60.0,CCL,Morto,,,No,Privato cittadino,Pina De Curtis,ASUR,13.75833,43.265
CSC181023TCc1,2018-10-23,Marche,Pesaro e Urbino,Mondolfo,Caretta caretta,1,ND,73.0,CCL,Morto,,,No,Privato cittadino,Passaretti,Guardia Costiera,13.165,43.75472
CSC181023TCc2,2018-10-23,Marche,Pesaro e Urbino,Fano,Caretta caretta,1,ND,30.0,CCL,Morto,,,No,Privato cittadino,anonimo,Guardia Costiera,13.12111,43.78167
CSC181023TCc3,2018-10-23,Marche,Ancona,Senigallia,Caretta caretta,1,ND,50.0,CCL,Morto,,,No,Privato cittadino,Bonci Michela,ASUR,13.20222,43.73056
CSC181022TCc1,2018-10-22,Marche,Ancona,Falconara Marittima,Caretta caretta,1,ND,105.0,TOT,Morto,,,No,Privato cittadino,Passaretti,Guardia Costiera,13.4125,43.62417
CSC181021TCc1,2018-10-21,Molise,Campobasso,Termoli,Caretta caretta,1,ND,61.0,CCL,Morto,,,No,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,14.94713,42.01228
CSC181020TCc1,2018-10-20,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,ND,64.0,CCL,Morto,,,ND,Privato cittadino,Chiara Profico,Centro Studi Cetacei,14.27115,42.43412
CSC181019TCc1,2018-10-19,Abruzzo,Teramo,Giulianova,Caretta caretta,1,ND,55.0,CCL,Morto,,,ND,Privato cittadino,Angelo Cameli,ASL,13.96934,42.75652
CSC181018TCc1,2018-10-18,Molise,Campobasso,Termoli,Caretta caretta,1,ND,41.5,CCL,Morto,,,ND,Privato cittadino,Vincenzo Gallo,Centro Studi Cetacei,15.00037,41.99749
CSC181015TCc1,2018-10-15,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,85.0,TOT,Morto,,,No,Privato cittadino,anonimo,ASUR,12.252,44.671
CSC181015TCc2,2018-10-15,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,40.0,TOT,Morto,,,No,Privato cittadino,anonimo,ASUR,12.254,44.653
CSC181014TCc1,2018-10-14,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,62.0,CCL,Morto,,,ND,Guardia Costiera,Mauro Blardi,ASREM,15.09333,41.94639
CSC181013TCc5,2018-10-13,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,65.0,TOT,Morto,,,No,Privato cittadino,anonimo,ASUR,12.258,44.644
CSC181013TCc3,2018-10-13,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,39.0,CCL,Morto,,,ND,Guardia Costiera,Mario Di Domenicantonio,ASL,14.01489,42.68214
CSC181013TCc2,2018-10-13,Abruzzo,Chieti,Ortona,Caretta caretta,1,ND,77.0,CCL,Morto,,,ND,Guardia Costiera,Flavia Pagano,CSC/ASL,14.44061,42.31277
CSC181013TCc1,2018-10-13,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,,,Morto,,,ND,Privato cittadino,Pietro Di Taranto,CSC/ASL,14.70168,42.1741
CSC181013TCc4,2018-10-13,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,55.0,TOT,Morto,,,No,Privato cittadino,anonimo,ASUR,12.255,44.651
CSC181010TCc1,2018-10-10,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,F,73.0,CCL,Morto,,,ND,Corpo Forestale dello Stato,Angelo Cameli,ASL,14.02495,42.6712
CSC181009TCc1,2018-10-09,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,60.0,CCL,Morto,,,ND,Guardia Costiera,Angelo Cameli,ASL,14.02181,42.673
CSC181007TCc1,2018-10-07,Marche,Pesaro e Urbino,Mondolfo,Caretta caretta,1,ND,50.0,TOT,Morto,,,No,Privato cittadino,anonimo,ASUR,13.14083,43.76951
CSC181006TCc1,2018-10-06,Marche,Pesaro e Urbino,Mondolfo,Caretta caretta,1,ND,60.0,TOT,Morto,,,No,Privato cittadino,anonimo,ASUR,13.13689,43.77156
CSC181003TCc1,2018-10-03,Abruzzo,Teramo,Giulianova,Caretta caretta,1,F,41.0,CCL,Morto,,,ND,Guardia Costiera,Gabriella Di Francesco,Istituto Zooprofilattico,13.95574,42.78115
CSC180930TCc1,2018-09-30,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,64.0,CCL,Morto,,,No,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,15.04108,41.96916
CSC180927TCc2,2018-09-27,Liguria,Savona,Spotorno,Caretta caretta,1,ND,43.5,CCL,Morto,,,Si,Privato cittadino,Walter Mignone,Istituto Zooprofilattico,8.41787,44.22431
CSC180927TCc1,2018-09-27,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,54.0,CCL,Morto,,,No,Privato cittadino,Vincenzo Gallo,Centro Studi Cetacei,15.05277,41.96399
CSC180926TCc1,2018-09-26,Marche,Fermo,Campofilone,Caretta caretta,1,ND,60.0,CCL,Morto,,,No,Privato cittadino,Pina De Curtis,ASUR,13.84694,43.07917
CSC180925TCc1,2018-09-25,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,ND,28.0,CCL,Vivo,,CSCIT137,No,Guardia Costiera,William Di Nardo,CSC/ASL,14.31279,42.40934
CSC180923TDc1,2018-09-23,Liguria,Savona,Loano,Dermochelys coriacea,3,ND,173.0,CCL,Morto,,,Si,Guardia Costiera,Walter Mignone,Istituto Zooprofilattico,8.30056,44.1075
CSC180922TCc1,2018-09-22,Abruzzo,Chieti,Vasto,Caretta caretta,1,F,54.0,CCL,Morto,,,No,Guardia Costiera,Roberto Valente,CSC/ASL,14.71902,42.13848
CSC180919TCc1,2018-09-19,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,58.0,CCL,Morto,,,No,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.72074,42.12044
CSC180918TCc1,2018-09-18,Molise,Campobasso,Termoli,Caretta caretta,1,F,68.0,CCL,Morto,,,No,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,15.0094,41.9883
CSC180916TCc1,2018-09-16,Abruzzo,Chieti,San Salvo,Caretta caretta,1,ND,70.0,CCL,Morto,,,No,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.7641,42.0746
CSC180915TCc1,2018-09-15,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,60.0,CCL,Morto,,,No,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,15.061,41.957
CSC180914TCc1,2018-09-14,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,67.0,CCL,Morto,,,Si,Guardia Costiera,Massimo Genovesi,CSC/ASL,14.7287,42.09517
CSC180912TCc1,2018-09-12,Abruzzo,Chieti,San Salvo,Caretta caretta,1,ND,56.0,CCL,Morto,,,No,Guardia Costiera,Massimo Genovesi,CSC/ASL,14.75548,42.07904
CSC180908TCc2,2018-09-08,Calabria,Vibo Valentia,Ricadi,Caretta caretta,1,F,54.0,CCL,Vivo,,,Si,Guardia Costiera,Domenico Piraino,ASL,15.86888,38.67134
CSC180908TCc1,2018-09-08,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,55.0,CCL,Morto,,,No,Guardia Costiera,Nicola Ciarallo,ASREM,15.12792,41.92922
CSC180907TCc1,2018-09-07,Abruzzo,Chieti,Ortona,Caretta caretta,1,F,51.0,CCL,Morto,,,No,Guardia Costiera,William Di Nardo,CSC/ASL,14.41376,42.34462
CSC180906TCc1,2018-09-06,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,39.0,CCL,Morto,1111L1112L,,No,Guardia Costiera,Pietro Di Taranto,ASL,14.73904,42.08803
CSC180905TCc1,2018-09-05,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,47.0,CCL,Morto,,,No,Guardia Costiera,Giuseppe Torzi,CSC/ASL,14.75055,42.08077
CSC180903TCc1,2018-09-03,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,M,31.0,CCL,Morto,,,No,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.00403,42.69671
CSC180903TCc2,2018-09-03,Marche,Ancona,Falconara Marittima,Caretta caretta,1,ND,45.0,CCL,Vivo,,,No,Privato cittadino,Polimeno Rocco,Centro Studi Cetacei,13.39416,43.63299
CSC180829TCc1,2018-08-29,Lazio,Latina,Latina,Caretta caretta,1,ND,63.5,CCL,Vivo,,,Si,Privato cittadino,Luca Marini,Rete TartaLazio,12.81191,41.41412
CSC180824TCc1,2018-08-24,Abruzzo,Chieti,Vasto,Caretta caretta,1,F,57.0,CCL,Morto,,,ND,Guardia Costiera,Roberto Valente,CSC/ASL,14.72279,42.10047
CSC180824TCc2,2018-08-24,Abruzzo,Chieti,Vasto,Caretta caretta,1,F,72.0,CCL,Morto,,,ND,Guardia Costiera,Roberto Valente,CSC/ASL,14.72006,42.15384
CSC180823TCc2,2018-08-23,Friuli,Gorizia,Monfalcone,Caretta caretta,1,ND,40.0,CCL,Morto,,,No,Privato cittadino,Marussi Andrea,ASL,13.52972,45.77389
CSC180823TCc1,2018-08-23,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,70.0,CCL,Morto,7439A7440A,,ND,Guardia Costiera,Pietro Di Taranto,ASL,14.73871,42.08825
CSC180821TCc2,2018-08-21,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,62.0,CCL,Morto,,,ND,Guardia Costiera,Anna Angrilli,Centro Studi Cetacei,14.19264,42.48768
CSC180821TCc1,2018-08-21,Abruzzo,Chieti,Torino di Sangro,Caretta caretta,1,ND,38.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,ASL,14.60537,42.2055
CSC180820TCc1,2018-08-20,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,50.0,CCL,Morto,,,Si,Privato cittadino,anonimo,Guardia Costiera,12.255,44.65
CSC180818TCc3,2018-08-18,Calabria,Vibo Valentia,Vibo Valentia,Caretta caretta,1,M,70.0,CCL,Morto,,,No,Guardia Costiera,Campisi Isabella,ASL,16.11959,38.71865
CSC180818TCc2,2018-08-18,Friuli,Gorizia,Monfalcone,Caretta caretta,1,ND,40.0,CCL,Morto,,,No,Privato cittadino,Ravasin Diego,ASL,13.52917,45.77306
CSC180818TCc1,2018-08-18,Abruzzo,Teramo,Tortoreto,Caretta caretta,1,ND,33.5,CCL,Morto,FC0694,,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,13.95388,42.78431
CSC180814TCc1,2018-08-14,Marche,Ancona,Senigallia,Caretta caretta,1,ND,25.0,CCL,Morto,,,No,Privato cittadino,Bonci Michela,ASUR,13.28722,43.67861
CSC180813TCc1,2018-08-13,Calabria,Cosenza,Rocca Imperiale,Caretta caretta,1,ND,65.0,CCL,Morto,,,No,Privato cittadino,Graziella Pugliese,ASL,16.61844,40.09529
CSC180813TCc2,2018-08-13,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,M,31.0,CCL,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.01776,42.67779
CSC180812TCc1,2018-08-12,Molise,Campobasso,Termoli,Caretta caretta,1,ND,71.0,CCL,Morto,,,ND,Guardia Costiera,Antonio Cancellario,ASREM,14.99833,42.077
CSC180811TCc2,2018-08-11,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,50.0,CCL,Vivo,,,No,Guardia Costiera,anonimo,Centro di Recupero,12.35351,44.28092
CSC180811TCc1,2018-08-11,Molise,Campobasso,Termoli,Caretta caretta,1,ND,39.0,CCL,Morto,,,ND,Centro Studi Cetacei,Vincenzo Gallo,Centro Studi Cetacei,14.98899,42.00554
CSC180810TCc1,2018-08-10,Molise,Campobasso,Petacciato,Caretta caretta,1,ND,65.0,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,14.89089,42.02386
CSC180809TCc1,2018-08-09,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,58.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,ASL,14.72042,42.10276
CSC180809TCc2,2018-08-09,Calabria,Cosenza,Rocca Imperiale,Caretta caretta,1,F,50.0,CCL,Morto,,,No,Privato cittadino,Labonia Cataldo Antonio,ASL,16.61917,40.09583
CSC180806TCc1,2018-08-06,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,34.0,CCL,Morto,,,ND,Guardia Costiera,Daniela Profico,Centro Studi Cetacei,14.2343,42.4598
CSC180806TCc2,2018-08-06,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,M,77.0,CCL,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.03645,42.656
CSC180804TCc1,2018-08-04,Abruzzo,Teramo,Tortoreto,Caretta caretta,1,F,58.0,CCL,Morto,,,ND,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,13.93923,42.813
CSC180803TCc2,2018-08-03,Calabria,Cosenza,Rocca Imperiale,Caretta caretta,1,F,100.0,CCL,Morto,,,No,Privato cittadino,Graziella Pugliese,ASL,16.60472,40.07694
CSC180803TCc1,2018-08-03,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,50.0,TOT,Morto,,,No,Privato cittadino,anonimo,Associazione,12.35333,44.28111
CSC180801TCc1,2018-08-01,Lazio,Latina,Ventotene,Caretta caretta,1,ND,35.5,CCL,Vivo,,,Si,Privato cittadino,Antonio Romano,Ambito Rete Tarta Lazio,13.42364,40.79817
CSC180727TCc1,2018-07-27,Molise,Campobasso,Termoli,Caretta caretta,1,ND,72.0,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,14.93111,42.01696
CSC180725TCc1,2018-07-25,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,34.0,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,15.06956,41.95022
CSC180725TCc2,2018-07-25,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,36.0,CCL,Morto,,,ND,Guardia Costiera,Anna Angrilli,Centro Studi Cetacei,14.07739,42.59882
CSC180724TCc1,2018-07-24,Molise,Campobasso,Termoli,Caretta caretta,1,F,73.6,CCL,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.94594,42.01234
CSC180720TCc2,2018-07-20,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,45.0,CCL,Morto,,,ND,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,14.05716,42.62486
CSC180720TCc1,2018-07-20,Abruzzo,Teramo,Pineto,Caretta caretta,1,ND,68.0,CCL,Morto,,,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.06023,42.62067
CSC180720TCc3,2018-07-20,Lazio,Latina,Ponza,Caretta caretta,1,ND,70.0,TOT,Vivo,,,ND,Privato cittadino,Personale,Ambito Rete Tarta Lazio,13.00724,40.79833
CSC180719TCc1,2018-07-19,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,70.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,ASL,14.7186,42.13914
CSC180719TCc3,2018-07-19,Calabria,Cosenza,Trebisacce,Caretta caretta,1,F,100.0,CCL,Morto,,,No,Privato cittadino,Scutari Vincenzo,ASL,16.575,39.90611
CSC180719TCc2,2018-07-19,Marche,Fermo,Fermo,Caretta caretta,1,ND,35.0,CCL,Morto,,,No,Privato cittadino,Patrizia Tirabasso,ASUR,13.78694,43.20972
CSC180717TCc2,2018-07-17,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,70.0,TOT,Morto,,,No,Privato cittadino,anonimo,Associazione,12.31639,44.40325
CSC180717TCc3,2018-07-17,Liguria,Savona,Savona,Caretta caretta,1,ND,46.0,CCL,Morto,,,Si,Guardia Costiera,Walter Mignone,Istituto Zooprofilattico,8.46119,44.29466
CSC180717TCc1,2018-07-17,Abruzzo,Teramo,Silvi,Caretta caretta,1,ND,34.5,CCL,Morto,,,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.10322,42.5691
CSC180716TCc3,2018-07-16,Calabria,Cosenza,Rocca Imperiale,Caretta caretta,1,ND,35.0,TOT,Morto,,,No,Privato cittadino,Scutari Vincenzo,ASL,16.62056,40.09722
CSC180716TCc2,2018-07-16,Marche,Ascoli Piceno,Cupra Marittima,Caretta caretta,1,ND,50.0,TOT,Morto,,,No,Privato cittadino,Mariotti Nazzareno,ASUR,13.86528,43.01083
CSC180716TCc1,2018-07-16,Marche,Pesaro e Urbino,Fano,Caretta caretta,1,ND,100.0,CCL,Morto,,,No,Privato cittadino,anonimo,ASUR,13.02247,43.85023
CSC180715TCc1,2018-07-15,Lazio,Latina,San Felice Circeo,Caretta caretta,1,F,58.0,CCL,Vivo,,,No,Privato cittadino,Daniele Guarneri,Ambito Rete Tarta Lazio,13.11696,41.22501
CSC180713TCc1,2018-07-13,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,100.0,CCL,Morto,,,No,Privato cittadino,Sauro Pari,Centro di Recupero,12.27927,44.52051
CSC180711TCc2,2018-07-11,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,100.0,CCL,Morto,,,No,Privato cittadino,anonimo,Associazione,12.3525,44.2825
CSC180711TCc1,2018-07-11,Abruzzo,Pescara,Montesilvano,Caretta caretta,1,ND,34.5,CCL,Morto,,,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.1631,42.51689
CSC180710TCc2,2018-07-10,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,100.0,CCL,Morto,,,No,Privato cittadino,anonimo,Guardia Costiera,12.34806,44.29972
CSC180710TCc1,2018-07-10,Abruzzo,Teramo,Giulianova,Caretta caretta,1,F,33.0,CCL,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,13.965,42.76194
CSC180709TCc1,2018-07-09,Molise,Campobasso,Termoli,Caretta caretta,1,ND,56.0,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,14.95916,42.00978
CSC180707TCc2,2018-07-07,Marche,Ancona,Montemarciano,Caretta caretta,1,ND,25.0,CCL,Morto,,,No,Privato cittadino,Vignoli,ASUR,13.34167,43.65361
CSC180707TCc1,2018-07-07,Lazio,Viterbo,Tarquinia,Caretta caretta,1,ND,100.0,TOT,Morto,,,ND,Privato cittadino,Personale,Ambito Rete Tarta Lazio,11.69916,42.22944
CSC180704TCc2,2018-07-04,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,F,33.5,CCL,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.00252,42.69811
CSC180704TCc1,2018-07-04,Abruzzo,Chieti,Casalbordino,Caretta caretta,1,ND,50.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,ASL,14.64438,42.19211
CSC180702TCc1,2018-07-02,Abruzzo,Chieti,Francavilla al Mare,Caretta caretta,1,M,30.5,CCL,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.3133,42.40843
CSC180630TCc1,2018-06-30,Abruzzo,Chieti,Torino di Sangro,Caretta caretta,1,ND,61.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,ASL,14.55321,42.22918
CSC180628TCc1,2018-06-28,Abruzzo,Pescara,Pescara,Caretta caretta,1,ND,35.0,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,14.22475,42.46827
CSC180627TCc1,2018-06-27,Abruzzo,Chieti,Torino di Sangro,Caretta caretta,1,ND,36.0,CCL,Morto,,,ND,Guardia Costiera,Massimo Genovesi,ASL,14.55332,42.22911
CSC180626TCc1,2018-06-26,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,60.0,CCL,Morto,,,No,Privato cittadino,anonimo,Associazione,12.38028,44.22972
CSC180623TCc3,2018-06-23,Marche,Ascoli Piceno,Grottammare,Caretta caretta,1,ND,60.0,CCL,Morto,,,ND,Privato cittadino,Pistilli Maria Gabriella,ASUR,13.87083,42.9975
CSC180623TCc2,2018-06-23,Emilia Romagna,Ravenna,Cervia,Caretta caretta,1,ND,50.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Associazione,12.35,44.29056
CSC180623TCc4,2018-06-23,Abruzzo,Chieti,Fossacesia,Caretta caretta,1,ND,29.0,CCL,Morto,,,ND,Privato cittadino,gennaro sebastianelli,ASL,14.51496,42.24845
CSC180623TCc1,2018-06-23,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,59.0,CCL,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,14.191,42.48782
CSC180621TCc1,2018-06-21,Lazio,Roma,Fiumicino,Caretta caretta,1,ND,94.0,CCL,Morto,,,ND,Privato cittadino,Lino Serra,Ambito Rete Tarta Lazio,12.15222,41.90444
CSC180620TCc1,2018-06-20,Marche,Pesaro e Urbino,Pesaro,Caretta caretta,1,ND,58.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.91016,43.92067
CSC180619TCc1,2018-06-19,Marche,Ancona,Senigallia,Caretta caretta,1,ND,110.0,TOT,Morto,,,ND,Privato cittadino,anonimo,ASUR,13.22,43.72083
CSC180618TCc1,2018-06-18,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,60.0,CCL,Morto,,,ND,Privato cittadino,Guidoni Giorgio,Associazione,12.28148,44.51021
CSC180617TCc1,2018-06-17,Emilia Romagna,Ravenna,Ravenna,Caretta caretta,1,ND,90.0,CCL,Morto,FC0493,,ND,Privato cittadino,anonimo,Associazione,12.28551,44.49829
CSC180615TCc1,2018-06-15,Marche,Ancona,Senigallia,Caretta caretta,1,ND,30.0,TOT,Morto,,,ND,Privato cittadino,Guidoni Giorgio,ASUR,13.17861,43.74639
CSC180611TCc1,2018-06-11,Marche,Ascoli Piceno,San Benedetto del Tronto,Caretta caretta,1,M,40.0,CCL,Morto,,,ND,Privato cittadino,Pistilli Maria Gabriella,ASUR,13.88778,42.94861
CSC180610TCc1,2018-06-10,Molise,Campobasso,Montenero di Bisaccia,Caretta caretta,1,F,70.0,CCL,Morto,,,ND,Guardia Costiera,Marco Milo,ASREM,14.807,42.056
CSC180609TCc1,2018-06-09,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,M,36.0,CCL,Morto,,,ND,Privato cittadino,Ludovica Di Renzo,CSC/IZSAM,14.00252,42.69811
CSC180608TCc1,2018-06-08,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,70.0,CCL,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.25306,44.67639
CSC180607TCc1,2018-06-07,Abruzzo,Chieti,Ortona,Caretta caretta,1,M,62.5,CCL,Morto,,,ND,Privato cittadino,Ludovica Di Renzo,CSC/IZSAM,14.46505,42.35172
CSC180603TCc3,2018-06-03,Abruzzo,Chieti,Vasto,Caretta caretta,1,ND,58.0,CCL,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,ASL,14.72001,42.13212
CSC180603TCc2,2018-06-03,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,60.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.28056,44.81
CSC180603TCc1,2018-06-03,Molise,Campobasso,Campomarino,Caretta caretta,1,ND,44.5,CCL,Morto,,,ND,Privato cittadino,Vincenzo Gallo,Centro Studi Cetacei,15.09675,41.93579
CSC180602TCc1,2018-06-02,Abruzzo,Teramo,Roseto degli Abruzzi,Caretta caretta,1,ND,35.7,CCL,Morto,,,ND,Privato cittadino,Dario D'Onofrio,Centro Studi Cetacei,13.99313,42.71324
CSC180601TCc1,2018-06-01,Lazio,Roma,Santa Marinella,Caretta caretta,1,ND,100.0,TOT,Morto,,,ND,Privato cittadino,Filippo Cigliano,Ambito Rete Tarta Lazio,11.90892,42.04004
CSC180530TCc1,2018-05-30,Emilia Romagna,Ferrara,Comacchio,Caretta caretta,1,ND,40.0,CCL,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,12.24611,44.74583
CSC180529TCc2,2018-05-29,Calabria,Vibo Valentia,Vibo Valentia,Caretta caretta,1,F,59.0,CCL,Morto,,,ND,Privato cittadino,Cocciolo Domenico,ASL,16.11306,38.71472
CSC180529TCc1,2018-05-29,Lazio,Roma,Civitavecchia,Caretta caretta,1,ND,38.0,CCL,Vivo,,,ND,Guardia Costiera,Personale,Ambito Rete Tarta Lazio,11.78666,42.08416
CSC180528TCc1,2018-05-28,Abruzzo,Pescara,Pescara,Caretta caretta,1,F,72.4,CCL,Vivo,,CSCIT136,ND,Motopeschereccio,Anna Angrilli,Centro Studi Cetacei,14.29477,42.51712
