codice,data_rilievo,regione,provincia,comune,specie,cod_specie,sesso,lunghezza_cm,tipo_lunghezza,condizioni,tag,tag_rilascio,interazione,segnalato_da,rilevatore,struttura_rilevatore,lng,lat
CSC210611CTt1,2021-06-11,Abruzzo,Teramo,Silvi,Tursiops truncatus,9,F,114.0,TOT,Morto,,,ND,Guardia Costiera,Sergio Guccione,Centro Studi Cetacei,14.0995,42.5745
CSC210508CSc1,2021-05-08,Abruzzo,Teramo,Giulianova,Stenella coeruleoalba,8,F,203.0,TOT,Morto,,,ND,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,13.97613,42.74671
CSC210422CDd1,2021-04-22,Sicilia,Trapani,Castelvetrano,Delphinus delphis,3,ND,130.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,12.793,37.581
CSC210414CEr1,2021-04-14,Lazio,Latina,Ponza,Eschrichtius robustus,13,ND,1000.0,TOT,Vivo,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.96972,40.92166
CSC210321CTt1,2021-03-21,Marche,Pesaro e Urbino,Pesaro,Tursiops truncatus,9,ND,150.0,TOT,Morto,,,No,Guardia Costiera,Fondazione cetacea,Centro di Recupero,12.923,43.912
CSC210317CSc1,2021-03-17,Calabria,Reggio di Calabria,Palmi,Stenella coeruleoalba,8,ND,141.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,15.865,38.399
CSC210216CTt1,2021-02-16,Molise,Campobasso,Campomarino,Tursiops truncatus,9,M,287.0,TOT,Morto,,,ND,Privato cittadino,Ludovica Di Renzo,CSC/IZSAM,15.10345,41.93399
CSC210206CDd1,2021-02-06,Sicilia,Trapani,Campobello di Mazara,Delphinus delphis,3,ND,100.0,TOT,Morto,,,Si,Guardia Costiera,Non disponibile,Guardia Costiera,12.698,37.564
CSC201229CTt1,2020-12-29,Lazio,Roma,Santa Marinella,Tursiops truncatus,9,ND,150.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,11.94166,42.02472
CSC201212CTt1,2020-12-12,Sicilia,Trapani,Mazara del Vallo,Tursiops truncatus,9,ND,200.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.638,37.593
CSC201130CSc1,2020-11-30,Sicilia,Catania,Catania,Stenella coeruleoalba,8,M,200.0,TOT,Morto,,,No,Guardia Costiera,Dario Garofalo,Associazione,15.08528,37.47194
CSC201122CTt1,2020-11-22,Emilia Romagna,Rimini,Rimini,Tursiops truncatus,9,ND,160.0,TOT,Morto,,,No,Guardia Costiera,Fondazione cetacea,Centro di Recupero,12.6275,44.0276
CSC201121CTt4,2020-11-21,Marche,Fermo,Porto San Giorgio,Tursiops truncatus,9,ND,160.0,TOT,Morto,,,No,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.7991,43.1825
CSC201121CTt3,2020-11-21,Emilia Romagna,Ravenna,Ravenna,Tursiops truncatus,9,F,170.0,TOT,Morto,,,No,Guardia Costiera,Fondazione cetacea,Centro di Recupero,12.284,44.501
CSC201121CTt1,2020-11-21,Abruzzo,Pescara,Montesilvano,Tursiops truncatus,9,M,310.0,TOT,Morto,,,ND,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.18583,42.49414
CSC201121CTt2,2020-11-21,Abruzzo,Chieti,Torino di Sangro,Tursiops truncatus,9,F,286.0,TOT,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.55839,42.22625
CSC201115CTt1,2020-11-15,Marche,Ancona,Ancona,Tursiops truncatus,9,ND,250.0,TOT,Morto,,,No,Guardia Costiera,Fondazione cetacea,Centro di Recupero,13.28,43.36
CSC201114CDd1,2020-11-14,Sicilia,Trapani,Mazara del Vallo,Delphinus delphis,3,F,200.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,12.61,37.61
CSC201113CTt1,2020-11-13,Lazio,Latina,Terracina,Tursiops truncatus,9,ND,150.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.234,41.28444
CSC201112CTt1,2020-11-12,Marche,Ancona,Ancona,Tursiops truncatus,9,ND,250.0,TOT,Morto,,,ND,Guardia Costiera,Non disponibile,Guardia Costiera,13.48129,43.6115
CSC201027CTt1,2020-10-27,Puglia,Foggia,Manfredonia,Tursiops truncatus,9,ND,190.0,TOT,Morto,,,Si,Guardia Costiera,Abbenante Alberto,ASL,15.5437,41.3738
CSC201022CBp1,2020-10-22,Abruzzo,Chieti,Ortona,Balaenoptera physalus,2,ND,110.0,TOT,Vivo,,,ND,Guardia Costiera,Antonio Florio,Guardia Costiera,14.44166,42.34444
CSC201015CTt1,2020-10-15,Lazio,Roma,Civitavecchia,Tursiops truncatus,9,M,85.0,TOT,Morto,,,ND,Privato cittadino,Fredy Uriel Quezada,ASL,11.78583,42.08861
CSC201009CTt1,2020-10-09,Abruzzo,Chieti,Vasto,Tursiops truncatus,9,M,167.0,TOT,Morto,,,ND,Guardia Costiera,Anna Angrilli,Centro Studi Cetacei,14.74281,42.08582
CSC201008CSc1,2020-10-08,Lazio,Roma,Anzio,Stenella coeruleoalba,8,ND,98.0,TOT,Morto,,,ND,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.55353,41.53339
CSC200926CTt1,2020-09-26,Lazio,Roma,Santa Marinella,Tursiops truncatus,9,M,230.0,TOT,Morto,,,ND,Aeronautica Militare,Fabrizio Menzione,ASL,12.00404,41.99229
CSC200912CGg1,2020-09-12,Lazio,Roma,Fiumicino,Grampus griseus,4,ND,130.0,TOT,Morto,,,ND,Privato cittadino,Lino Serra,Guardia Costiera,12.19742,41.84273
CSC200817CTt1,2020-08-17,Abruzzo,Teramo,Silvi,Tursiops truncatus,9,M,213.0,TOT,Morto,,,ND,Guardia Costiera,Daniela Profico,Centro Studi Cetacei,14.11285,42.56005
CSC200720CSc1,2020-07-20,Lazio,Roma,Anzio,Stenella coeruleoalba,8,ND,197.0,TOT,Morto,,,ND,Privato cittadino,Luigi De Gregorio,ASL,12.58897,41.48689
CSC200718CTt1,2020-07-18,Molise,Campobasso,Campomarino,Tursiops truncatus,9,F,115.0,TOT,Morto,,,ND,Privato cittadino,Gianluca Barbuto,Centro Studi Cetacei,15.04565,41.96654
CSC200714CTt1,2020-07-14,Abruzzo,Teramo,Giulianova,Tursiops truncatus,9,M,201.0,TOT,Morto,,,ND,Guardia Costiera,Anna Angrilli,Centro Studi Cetacei,13.95562,42.78112
CSC200712CSc1,2020-07-12,Lazio,Latina,Latina,Stenella coeruleoalba,8,ND,0.0,TOT,Morto,,,ND,Privato cittadino,Maria L. Ferdinandi,ASL,12.87202,41.40532
CSC200711CSc1,2020-07-11,Lazio,Roma,Nettuno,Stenella coeruleoalba,8,ND,198.0,TOT,Morto,,,ND,Privato cittadino,Luigi De Gregorio,ASL,12.67782,41.45401
CSC200708CSc1,2020-07-08,Lazio,Latina,San Felice Circeo,Stenella coeruleoalba,8,M,195.0,TOT,Morto,,,ND,Privato cittadino,Benito Guglietta,ASL,13.10056,41.23423
CSC200708CTt1,2020-07-08,Abruzzo,Chieti,Ortona,Tursiops truncatus,9,F,133.0,TOT,Morto,,,Si,Guardia Costiera,William Di Nardo,CSC/ASL,14.34209,42.3942
CSC200707CTt1,2020-07-07,Molise,Campobasso,Petacciato,Tursiops truncatus,9,ND,,,Morto,,,ND,Guardia Costiera,Gianluca Barbuto,Centro Studi Cetacei,14.89966,42.02156
CSC200707CTt2,2020-07-07,Abruzzo,Chieti,Ortona,Tursiops truncatus,9,F,247.0,TOT,Morto,,,No,Guardia Costiera,William Di Nardo,CSC/ASL,14.44065,42.31275
CSC200702CSc1,2020-07-02,Lazio,Roma,Ardea,Stenella coeruleoalba,8,ND,198.0,TOT,Morto,,,ND,Privato cittadino,Luigi De Gregorio,ASL,12.54854,41.53841
CSC200701CSc1,2020-07-01,Lazio,Roma,Fiumicino,Stenella coeruleoalba,8,ND,0.0,TOT,Morto,,,ND,Guardia Costiera,Lino Serra,Guardia Costiera,12.1345,41.9202
CSC200629CSc1,2020-06-29,Lazio,Roma,Fiumicino,Stenella coeruleoalba,8,ND,167.0,TOT,Morto,,,ND,Privato cittadino,Mario Casale,Guardia Costiera,12.21181,41.81278
CSC200628CSc1,2020-06-28,Lazio,Roma,Fiumicino,Stenella coeruleoalba,8,ND,190.0,TOT,Morto,,,ND,Privato cittadino,Augusto Di Mario,Guardia Costiera,12.21047,41.81503
CSC200607CTt1,2020-06-07,Abruzzo,Chieti,Fossacesia,Tursiops truncatus,9,M,125.0,TOT,Morto,,,No,Guardia Costiera,Gabriella Ruffini,ASL,14.54127,42.2367
CSC200528CSc1,2020-05-28,Abruzzo,Teramo,Pineto,Stenella coeruleoalba,8,F,187.0,TOT,Morto,,,ND,Privato cittadino,Claudia Borgatti,Centro Studi Cetacei,14.06233,42.61767
CSC200527CSc1,2020-05-27,Sicilia,Catania,Catania,Stenella coeruleoalba,8,M,184.0,TOT,Morto,,,ND,Privato cittadino,Stefano Floridia,Associazione,15.08694,37.44694
CSC200514CSc2,2020-05-14,Sicilia,Catania,Catania,Stenella coeruleoalba,8,M,220.0,TOT,Morto,,,ND,Privato cittadino,Alessandra Raffa,Associazione,15.09036,37.41796
CSC200514CSc1,2020-05-14,Abruzzo,Chieti,Vasto,Stenella coeruleoalba,8,F,180.0,TOT,Morto,,,ND,Privato cittadino,Pietro Di Taranto,CSC/ASL,14.67265,42.18287
CSC200511CTt2,2020-05-11,Emilia Romagna,Ravenna,Ravenna,Tursiops truncatus,9,ND,120.0,TOT,Morto,,,ND,Guardia Costiera,anonimo,Centro di Recupero,12.346,44.309
CSC200511CTt1,2020-05-11,Emilia Romagna,Ravenna,Ravenna,Tursiops truncatus,9,M,130.0,TOT,Morto,,,ND,Guardia Costiera,anonimo,Guardia Costiera,12.291,44.457
CSC200508CSc1,2020-05-08,Molise,Campobasso,Petacciato,Stenella coeruleoalba,8,F,196.0,TOT,Morto,,,ND,Privato cittadino,Chiara Profico,Centro Studi Cetacei,14.89961,42.02143
CSC200505CTt1,2020-05-05,Abruzzo,Chieti,Vasto,Tursiops truncatus,9,M,240.0,TOT,Morto,,,ND,Guardia Costiera,Fabrizio Di Fonzo,CSC/ASL,14.75395,42.08019
CSC200503CSc1,2020-05-03,Lazio,Roma,Nettuno,Stenella coeruleoalba,8,ND,174.0,TOT,Morto,,,ND,Privato cittadino,Luigi De Gregorio,ASL,12.64355,41.45269
CSC200429CBa1,2020-04-29,Lazio,Roma,Fiumicino,Balaenoptera acutorostrata,1,F,250.0,TOT,Morto,,,ND,Privato cittadino,Lino Serra,Guardia Costiera,12.18694,41.85944
CSC200424CSc1,2020-04-24,Molise,Campobasso,Termoli,Stenella coeruleoalba,8,F,182.0,TOT,Morto,,,No,Privato cittadino,Chiara Profico,Centro Studi Cetacei,15.00157,41.99441
CSC200421CTt1,2020-04-21,Marche,Fermo,Porto Sant'Elpidio,Tursiops truncatus,9,F,210.0,TOT,Morto,,,Si,Guardia Costiera,Settecasi Daniela,ASUR,13.76573,43.25268
CSC200330CTt1,2020-03-30,Molise,Campobasso,Termoli,Tursiops truncatus,9,M,230.0,TOT,Morto,,,ND,Privato cittadino,Chiara Profico,Centro Studi Cetacei,14.96613,42.0085
CSC200318CSc1,2020-03-18,Lazio,Roma,Nettuno,Stenella coeruleoalba,8,ND,140.0,TOT,Morto,,,ND,Privato cittadino,Luigi De Gregorio,ASL,12.64899,41.45446
CSC200309CTt1,2020-03-09,Abruzzo,Teramo,Silvi,Tursiops truncatus,9,M,246.0,TOT,Morto,,,ND,Guardia Costiera,Alfonso Chiariello,Centro Studi Cetacei,14.10417,42.56854
CSC200307CSc1,2020-03-07,Lazio,Roma,Roma,Stenella coeruleoalba,8,ND,100.0,TOT,Morto,,,ND,Polizia di Stato,Valerio Manfrini,Centro Studi Cetacei,12.39176,41.67312
CSC200302CTt1,2020-03-02,Lazio,Roma,Fiumicino,Tursiops truncatus,9,F,166.0,TOT,Morto,,,Si,Privato cittadino,Gianfranco Di Caterina,Guardia Costiera,12.15788,41.89866
CSC200227CSc1,2020-02-27,Lazio,Viterbo,Tarquinia,Stenella coeruleoalba,8,F,158.0,TOT,Morto,,,ND,Privato cittadino,Vincenzo Presciutti,ASL,11.69795,42.23158
CSC200213CTt1,2020-02-13,Lazio,Latina,Sabaudia,Tursiops truncatus,9,F,305.0,TOT,Morto,,,No,Privato cittadino,Ester Del Bove,Parco Naturale,13.00826,41.30028
CSC200126CTt1,2020-01-26,Abruzzo,Chieti,Torino di Sangro,Tursiops truncatus,9,F,270.0,TOT,Morto,,,Si,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.55353,42.20357
CSC200119CSc1,2020-01-19,Lazio,Roma,Pomezia,Stenella coeruleoalba,8,ND,160.0,TOT,Vivo,,,No,Privato cittadino,Personale,Guardia Costiera,12.48609,41.59787
CSC191231CTt1,2019-12-31,Molise,Campobasso,Campomarino,Tursiops truncatus,9,F,169.0,TOT,Morto,,,ND,Privato cittadino,Chiara Profico,Centro Studi Cetacei,15.06233,41.95405
CSC191222CSc1,2019-12-22,Lazio,Roma,Santa Marinella,Stenella coeruleoalba,8,M,220.0,TOT,Morto,,,ND,Privato cittadino,Personale,Ambito Rete Tarta Lazio,11.93917,42.02664
CSC191209CTt1,2019-12-09,Lazio,Roma,Roma,Tursiops truncatus,9,F,182.0,TOT,Morto,,,No,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.32852,41.70779
CSC191209CSc1,2019-12-09,Lazio,Latina,San Felice Circeo,Stenella coeruleoalba,8,ND,150.0,TOT,Morto,,,No,Guardia Costiera,Benito Guglietta,ASL,13.13652,41.25916
CSC191129CSc1,2019-11-29,Lazio,Roma,Ardea,Stenella coeruleoalba,8,M,176.0,TOT,Morto,,,Si,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.4995,41.5853
CSC191128CTt1,2019-11-28,Lazio,Latina,Latina,Tursiops truncatus,9,ND,200.0,TOT,Morto,,,No,Privato cittadino,Anna Gioia,ASL,12.82381,41.41497
CSC191123CSc1,2019-11-23,Lazio,Latina,Latina,Stenella coeruleoalba,8,ND,0.0,TOT,Morto,,,ND,Privato cittadino,Cristian Carcasole,ASL,12.91277,41.38565
CSC191118CSc1,2019-11-18,Abruzzo,Teramo,Pineto,Stenella coeruleoalba,8,F,185.0,TOT,Morto,,,ND,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,14.07085,42.60681
CSC191110CTt1,2019-11-10,Abruzzo,Teramo,Silvi,Tursiops truncatus,9,F,254.0,TOT,Morto,,,Si,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,14.11557,42.55594
CSC191025CTt1,2019-10-25,Lazio,Viterbo,Tarquinia,Tursiops truncatus,9,M,250.0,TOT,Morto,,,ND,Privato cittadino,Agostino Pace,Guardia Costiera,11.71305,42.20055
CSC191023CND1,2019-10-23,Lazio,Viterbo,Tarquinia,Indeterminato,5,ND,250.0,TOT,Morto,,,ND,Motopeschereccio,Personale,Guardia Costiera,11.4511,42.0722
CSC191016CTt1,2019-10-16,Marche,Ancona,Falconara Marittima,Tursiops truncatus,9,F,320.0,TOT,Morto,,,No,Privato cittadino,Passaretti,Centro Studi Cetacei,13.39333,43.6327
CSC191006CSc1,2019-10-06,Abruzzo,Pescara,Pescara,Stenella coeruleoalba,8,M,180.0,TOT,Morto,,,ND,Privato cittadino,Chiara Profico,Centro Studi Cetacei,14.67139,42.18319
CSC191005CTt1,2019-10-05,Lazio,Roma,Anzio,Tursiops truncatus,9,ND,260.0,TOT,Morto,,,ND,Privato cittadino,Luigi De Gregorio,ASL,12.58326,41.4978
CSC190928CTt1,2019-09-28,Abruzzo,Teramo,Roseto degli Abruzzi,Tursiops truncatus,9,ND,180.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Perretti,ASL,14.01838,42.67738
CSC190921CTt1,2019-09-21,Molise,Campobasso,Campomarino,Tursiops truncatus,9,M,291.0,TOT,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,15.0922,41.93705
CSC190917CTt1,2019-09-17,Lazio,Roma,Fiumicino,Tursiops truncatus,9,F,170.0,TOT,Morto,,,ND,Privato cittadino,Lino Serra,Guardia Costiera,12.15833,41.89805
CSC190915CTt1,2019-09-15,Abruzzo,Chieti,Ortona,Tursiops truncatus,9,F,275.0,TOT,Morto,,,Si,Guardia Costiera,Ludovica Di Renzo,Centro Studi Cetacei,14.38334,42.41667
CSC190910CTt1,2019-09-10,Lazio,Roma,Fiumicino,Tursiops truncatus,9,F,187.0,TOT,Morto,,,No,Privato cittadino,Personale,Guardia Costiera,12.20653,41.82576
CSC190828CTt1,2019-08-28,Abruzzo,Chieti,Vasto,Tursiops truncatus,9,F,270.0,TOT,Morto,,,Si,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.72044,42.11776
CSC190819CTt1,2019-08-19,Lazio,Roma,Roma,Tursiops truncatus,9,M,300.0,TOT,Morto,,,No,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.23583,41.73866
CSC190819CTt2,2019-08-19,Lazio,Roma,Roma,Tursiops truncatus,9,M,217.0,TOT,Morto,,,No,Privato cittadino,Cristiano Cocumelli,Istituto Zooprofilattico,12.25151,41.73628
CSC190815CTt1,2019-08-15,Abruzzo,Chieti,Ortona,Tursiops truncatus,9,F,230.0,TOT,Morto,,,ND,Guardia Costiera,Enzo Di Pretoro,CSC/ASL,14.35494,42.38787
CSC190810CTt1,2019-08-10,Abruzzo,Pescara,Pescara,Tursiops truncatus,9,F,266.0,TOT,Morto,,,ND,Guardia Costiera,Vincenzo Olivieri,Centro Studi Cetacei,14.32549,42.53628
CSC190809CSc1,2019-08-09,Lazio,Roma,Santa Marinella,Stenella coeruleoalba,8,M,100.0,TOT,Morto,,,No,Privato cittadino,Simone Lemme,Istituto Zooprofilattico,11.85243,42.03149
CSC190807CTt1,2019-08-07,Lazio,Roma,Santa Marinella,Tursiops truncatus,9,M,210.0,TOT,Morto,,,No,Privato cittadino,Filippo Cigliano,Guardia Costiera,11.83659,42.0295
CSC190724CND1,2019-07-24,Marche,Ancona,Ancona,Indeterminato,5,ND,130.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Guardia Costiera,13.423,43.62
CSC190722CSc1,2019-07-22,Campania,Salerno,Casal Velino,Stenella coeruleoalba,8,ND,120.0,TOT,Morto,,,No,Privato cittadino,anonimo,Guardia Costiera,15.1172,40.177
CSC190714CTt1,2019-07-14,Molise,Campobasso,Termoli,Tursiops truncatus,9,F,133.0,TOT,Morto,,,Si,Guardia Costiera,Shadia Berjaoui,Centro Studi Cetacei,14.97944,42.00668
CSC190625CPm1,2019-06-25,Lazio,Roma,Anzio,Physeter macrocephalus,7,ND,1200.0,TOT,Morto,,,ND,Privato cittadino,Personale,Guardia Costiera,11.92,40.97944
CSC190619CPm2,2019-06-19,Lazio,Latina,Ponza,Physeter macrocephalus,7,ND,400.0,TOT,Morto,,,Si,Marevivo,Fabio Odorico,Guardia Costiera,12.66861,40.88555
CSC190619CPm1,2019-06-19,Lazio,Latina,Ponza,Physeter macrocephalus,7,F,1000.0,TOT,Morto,,,Si,Marevivo,Fabio Odorico,Guardia Costiera,12.66861,40.88555
CSC190613CND1,2019-06-13,Lazio,Latina,Terracina,Indeterminato,5,ND,200.0,TOT,Morto,,,ND,Privato cittadino,Consalvo A.,ASL,13.26082,41.28245
CSC190610CPm1,2019-06-10,Lazio,Roma,Roma,Physeter macrocephalus,7,F,512.0,TOT,Morto,,,No,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.34157,41.70158
CSC190601CTt1,2019-06-01,Emilia Romagna,Ravenna,Ravenna,Tursiops truncatus,9,F,232.0,TOT,Morto,,,No,Privato cittadino,Segati Sara,Centro di Recupero,12.28683,44.4772
CSC190525CTt1,2019-05-25,Marche,Fermo,Pedaso,Tursiops truncatus,9,M,270.0,TOT,Morto,,,Si,Privato cittadino,Pina De Curtis,ASUR,13.84583,43.09194
CSC190516CND1,2019-05-16,Lazio,Latina,San Felice Circeo,Indeterminato,5,ND,150.0,TOT,Morto,,,ND,Privato cittadino,Cristina Forgione,ASL,13.09666,41.23027
CSC190426CTt1,2019-04-26,Abruzzo,Chieti,San Salvo,Tursiops truncatus,9,F,91.0,TOT,Morto,,,No,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.76704,42.07433
CSC190325CTt1,2019-03-25,Lazio,Latina,Latina,Tursiops truncatus,9,ND,0.0,TOT,Morto,,,ND,Privato cittadino,Dott. Fornaro,ASL,12.84183,41.4146
CSC190317CGm1,2019-03-17,Calabria,Vibo Valentia,Ricadi,Globicephala melas,11,F,403.0,TOT,Morto,,,No,Privato cittadino,Cristelli Chiarina,ASUR,15.85548,38.66289
CSC190306CSc1,2019-03-06,Toscana,Livorno,Marciana Marina,Stenella coeruleoalba,8,M,250.0,TOT,Morto,,,No,Privato cittadino,Mancusi,ASUR,10.17917,42.80778
CSC190227CSc1,2019-02-27,Calabria,Cosenza,Rossano,Stenella coeruleoalba,8,M,130.0,TOT,Morto,,,No,Privato cittadino,Agostino Sapia,ASL,16.61889,39.62167
CSC190224CTt1,2019-02-24,Molise,Campobasso,Montenero di Bisaccia,Tursiops truncatus,9,F,250.0,TOT,Morto,,,Si,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,14.81491,42.05213
CSC190213CSc1,2019-02-13,Molise,Campobasso,Termoli,Stenella coeruleoalba,8,F,198.0,TOT,Morto,,,ND,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.919043,42.017275
CSC190210CSc1,2019-02-10,Lazio,Roma,Ardea,Stenella coeruleoalba,8,F,184.0,TOT,Morto,,,No,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.50203,41.58284
CSC190207CGm1,2019-02-07,Sardegna,Carbonia-Iglesias,Calasetta,Globicephala melas,11,F,195.0,TOT,Morto,,,ND,Privato cittadino,anonimo,ASUR,8.39878,39.10279
CSC190206CPm1,2019-02-06,Lazio,Latina,Ponza,Physeter macrocephalus,7,ND,1000.0,TOT,Morto,,,Si,Privato cittadino,Personale,Guardia Costiera,12.86833,40.95888
CSC190119CBp1,2019-01-19,Lazio,Roma,Civitavecchia,Balaenoptera physalus,2,F,500.0,TOT,Morto,,,Si,Motopeschereccio,Paolo Cameo,ASL,11.79138,42.08527
CSC190117CSc1,2019-01-17,Lazio,Roma,Ardea,Stenella coeruleoalba,8,F,189.0,TOT,Morto,,,No,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.53562,41.55149
CSC190114CSc1,2019-01-14,Sicilia,Trapani,Mazara del Vallo,Stenella coeruleoalba,8,ND,120.0,TOT,Morto,IT0096ZS,,ND,Privato cittadino,anonimo,Istituto Zooprofilattico,12.56333,37.66139
CSC190109CSc1,2019-01-09,Calabria,Vibo Valentia,Nicotera,Stenella coeruleoalba,8,M,182.0,TOT,Morto,,,ND,Privato cittadino,Cocciolo Domenico,Istituto Zooprofilattico,15.93111,38.545
CSC190108CTt1,2019-01-08,Abruzzo,Chieti,Vasto,Tursiops truncatus,9,ND,180.0,TOT,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.7223,42.12435
CSC190103CSc1,2019-01-03,Liguria,Savona,Alassio,Stenella coeruleoalba,8,M,187.0,TOT,Morto,,,ND,Privato cittadino,anonimo,Istituto Zooprofilattico,8.20417,44.03194
CSC181222CTt1,2018-12-22,Abruzzo,Chieti,Vasto,Tursiops truncatus,9,M,250.0,TOT,Morto,,,ND,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.71843,42.13559
CSC181221CSc1,2018-12-21,Calabria,Vibo Valentia,Pizzo,Stenella coeruleoalba,8,M,100.0,TOT,Morto,,,Si,Privato cittadino,Lucifora Giuseppe,Istituto Zooprofilattico,16.16096,38.73745
CSC181201CSc1,2018-12-01,Lazio,Roma,Anzio,Stenella coeruleoalba,8,M,205.0,TOT,Vivo,,,No,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.56206,41.52305
CSC181128CSc1,2018-11-28,Calabria,Vibo Valentia,Pizzo,Stenella coeruleoalba,8,F,175.0,TOT,Morto,,,ND,Privato cittadino,Cocciolo Domenico,ASUR,16.17611,38.74333
CSC181110CND1,2018-11-10,Lazio,Viterbo,Montalto di Castro,Indeterminato,5,ND,145.0,TOT,Morto,,,ND,Privato cittadino,Vincenzo Presciutti,ASL,11.47226,42.37042
CSC181107CTt1,2018-11-07,Lazio,Latina,Terracina,Tursiops truncatus,9,M,0.0,TOT,Morto,,,ND,Privato cittadino,Benito Guglietta,ASL,13.14945,41.26602
CSC181030CSc1,2018-10-30,Lazio,Roma,Roma,Stenella coeruleoalba,8,M,177.0,TOT,Morto,,,No,Privato cittadino,Valerio Manfrini,Centro Studi Cetacei,12.30498,41.71814
CSC181014CTt1,2018-10-14,Lazio,Latina,San Felice Circeo,Tursiops truncatus,9,ND,170.0,TOT,Morto,,,ND,Privato cittadino,Benito Guglietta,ASL,13.13469,41.25809
CSC181001CTt1,2018-10-01,Molise,Campobasso,Petacciato,Tursiops truncatus,9,M,234.0,TOT,Morto,,,No,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.89565,42.02249
CSC180921CSc1,2018-09-21,Lazio,Roma,Anzio,Stenella coeruleoalba,8,F,181.0,TOT,Morto,,,ND,Privato cittadino,Luigi De Gregorio,ASL,12.56258,41.52297
CSC180914CSc1,2018-09-14,Lazio,Roma,Civitavecchia,Stenella coeruleoalba,8,F,150.0,TOT,Morto,,,ND,Polizia di Stato,Fredy Uriel Quezada,ASL,11.80838,42.07068
CSC180912CSc1,2018-09-12,Lazio,Roma,Fiumicino,Stenella coeruleoalba,8,ND,0.0,TOT,Morto,,,ND,Guardia Costiera,Lino Serra,Guardia Costiera,12.16069,41.89505
CSC180820CTt1,2018-08-20,Abruzzo,Teramo,Pineto,Tursiops truncatus,9,F,233.0,TOT,Morto,,,No,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,14.07306,42.60432
CSC180806CTt1,2018-08-06,Molise,Campobasso,Termoli,Tursiops truncatus,9,F,270.0,TOT,Morto,,,No,Guardia Costiera,Vincenzo Gallo,Centro Studi Cetacei,14.94161,42.01345
CSC180730CTt1,2018-07-30,Abruzzo,Teramo,Silvi,Tursiops truncatus,9,F,272.0,TOT,Morto,,,Si,Guardia Costiera,Chiara Profico,Centro Studi Cetacei,14.10309,42.56997
CSC180728CTt1,2018-07-28,Molise,Campobasso,Campomarino,Tursiops truncatus,9,M,300.0,TOT,Morto,,,Si,Guardia Costiera,Shadia Berjaoui,Centro Studi Cetacei,15.11935,41.93058
CSC180728CTt2,2018-07-28,Abruzzo,Teramo,Roseto degli Abruzzi,Tursiops truncatus,9,M,254.0,TOT,Morto,,,Si,Guardia Costiera,Ludovica Di Renzo,CSC/IZSAM,14.03711,42.65726
CSC180707CTt1,2018-07-07,Marche,Pesaro e Urbino,Fano,Tursiops truncatus,9,M,275.0,TOT,Morto,,,No,Privato cittadino,anonimo,ASUR,12.99694,43.85917
CSC180627CTt1,2018-06-27,Abruzzo,Chieti,Casalbordino,Tursiops truncatus,9,M,250.0,TOT,Morto,,,No,Guardia Costiera,Pietro Di Taranto,CSC/ASL,14.62786,42.19638
CSC180623CTt1,2018-06-23,Abruzzo,Teramo,Silvi,Tursiops truncatus,9,M,275.0,TOT,Morto,,,No,Guardia Costiera,Claudia Borgatti,Centro Studi Cetacei,14.11472,42.55777
